"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","r-4qtqp9 src","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-4rbku5 href 6","css-901oao 9","r-4qtqp9 src 2","css-901oao 10","css-4rbku5 href 7","css-9pa8cd src 3","css-4rbku5 href 8","css-9pa8cd src 4","css-4rbku5 2","css-4rbku5 3","css-901oao 11","css-901oao 12","css-4rbku5 href 9","css-9pa8cd src 5","css-4rbku5 href 10","css-4rbku5 href 11","css-901oao 13","css-901oao 14"
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704619407190732986","20 sept.","Con el trabajo que hemos realizado ahora las vialidades cuentan con buena iluminación","https://abs-0.twimg.com/emoji/v2/svg/1f4a1.svg",", construcción de banquetas con accesibilidad universal","https://twitter.com/PabloLemusN/status/1704619407190732986/photo/1","https://pbs.twimg.com/media/F6gGTmaWYAA_m5W?format=jpg&name=small","1","2","18","https://twitter.com/PabloLemusN/status/1704619407190732986/analytics","755","https://abs-0.twimg.com/emoji/v2/svg/1f468-200d-1f9af.svg",", buena pavimentación, adoquín podotáctil entre otras necesidades que se requieren.","https://twitter.com/PabloLemusN/status/1704619407190732986/photo/2","https://pbs.twimg.com/media/F6gGT_GWMAAwYrz?format=jpg&name=small","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704619444519989421","20 sept.","Continuaremos haciendo equipo","https://abs-0.twimg.com/emoji/v2/svg/1f4aa.svg","para que nuestras calles estén más bonitas y dignas para todas y todos. ¡Ánimo!","https://twitter.com/PabloLemusN/status/1704619444519989421/photo/2","https://pbs.twimg.com/media/F6gGV0GW0AAx84x?format=jpg&name=small","","2","2","","697","","","https://twitter.com/PabloLemusN/status/1704619444519989421/photo/1","https://pbs.twimg.com/media/F6gGWL0XYAAPszz?format=jpg&name=small","https://twitter.com/PabloLemusN/status/1704619444519989421/analytics","","","","","","","","","","21",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704606504400171166","20 sept.","¡Feliz cumpleaños,","https://abs-0.twimg.com/emoji/v2/svg/1f389.svg","!","https://twitter.com/SalvadorZamoraZ","https://pbs.twimg.com/media/F6f6lGRWsAAsk6h?format=jpg&name=small","Te envío un fuerte abrazo y te deseo un día lleno de alegría y éxito. Que este nuevo año te traiga muchas bendiciones y logros.","7","2","","2.361","","","https://twitter.com/PabloLemusN/status/1704606504400171166/photo/1","","https://twitter.com/PabloLemusN/status/1704606504400171166/analytics","","@SalvadorZamoraZ","","","","","","","","43",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704261510980079708","19 sept.","Miren que chula quedó la avenida Chapalita desde avenida las Rosas hasta Calzada Lázaro Cárdenas.
La renovamos con:","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Bacheo de caja.","https://twitter.com/PabloLemusN/status/1704261510980079708/photo/1","https://pbs.twimg.com/media/F6bAzAAWwAAlsR6?format=jpg&name=small","32","12","113","https://twitter.com/PabloLemusN/status/1704261510980079708/analytics","10,1 mil","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Desbaste de carpeta asfáltica.","https://twitter.com/PabloLemusN/status/1704261510980079708/photo/2","https://pbs.twimg.com/media/F6bAzYEXcAA3NwE?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704261510980079708/photo/3","https://pbs.twimg.com/media/F6bAzx-XoAAr0HX?format=jpg&name=360x360","","","Carpeta asfáltica.","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704261572191748282","19 sept.","Adoquín podotáctil.","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Bolardos.","https://twitter.com/PabloLemusN/status/1704261572191748282/photo/1","https://pbs.twimg.com/media/F6bA2kDWgAAEAmM?format=jpg&name=small","3","2","18","https://twitter.com/PabloLemusN/status/1704261572191748282/analytics","916","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Balizamiento vial.","https://twitter.com/PabloLemusN/status/1704261572191748282/photo/2","https://pbs.twimg.com/media/F6bA28oX0AAmxAl?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704261572191748282/photo/3","https://pbs.twimg.com/media/F6bA3XZXcAAExsX?format=jpg&name=360x360","","","Banquetas con accesibilidad universal.","40 luminarias tipo faroles.","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704173307740799369","19 sept.","Trabajamos para que nuestras calles luzcan bonitas, y como muestra, hoy entregamos la renovación de la avenida Chapalita, entre avenida las Rosas hasta Calzada Lázaro Cárdenas.","","","","https://pbs.twimg.com/ext_tw_video_thumb/1704173154489278465/pu/img/iuOsYaXGa5y_vU-T.jpg","92","23","139","https://twitter.com/PabloLemusN/status/1704173307740799369/analytics","11,1 mil","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704173331191095737","19 sept.","Ya son ocho años trabajando en conjunto con las y los vecinos de Chapalita, primero en Zapopan y ahora en Guadalajara. Ahora esta arteria cuenta con una mejor iluminación, banquetas con accesibilidad universal, balizamiento y una carpeta asfáltica de calidad","https://abs-0.twimg.com/emoji/v2/svg/1f44c.svg",".","","","","3","4","","3.404","","","","","https://twitter.com/PabloLemusN/status/1704173331191095737/analytics","","","","","","","","","","23",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1703899166634659997","18 sept.","Las","https://abs-0.twimg.com/emoji/v2/svg/1f973.svg","están a la vuelta de la esquina, del 29 de septiembre al 5 de noviembre, y llegarán hasta Los Ángeles, California, el 4 y 5 de noviembre.","https://twitter.com/PabloLemusN/status/1703899166634659997/photo/1","https://pbs.twimg.com/media/F6V3QoqXUAABE1M?format=jpg&name=small","10","8","55","https://twitter.com/PabloLemusN/status/1703899166634659997/analytics","3.039","","","","","","","@octubrefiestas","","","","","","https://twitter.com/octubrefiestas","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1703899206690205966","18 sept.","Serán 38 días llenos de música con artistas como El Tri, Sonora Santanera, Black Eyed Peas y más. Además, el ""Fanzone” de la Fórmula 1 llega, por primera vez a nuestra ciudad los días 27, 28 y 29 en Plaza Liberación, un evento gratuito para los amantes de las carreras.","","","https://twitter.com/PabloLemusN/status/1703899206690205966/photo/1","https://pbs.twimg.com/media/F6V3SOyXoAAH46s?format=jpg&name=360x360","1","2","18","https://twitter.com/PabloLemusN/status/1703899206690205966/analytics","798","","","https://twitter.com/PabloLemusN/status/1703899206690205966/photo/2","https://pbs.twimg.com/media/F6V3SkLXsAAvMZC?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1703899206690205966/photo/3","https://pbs.twimg.com/media/F6V3S9lXQAEOveV?format=jpg&name=360x360","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1703899235664457792","18 sept.","Mi reconocimiento al Gobernador","","por seguir manteniendo viva estas tradicionales fiestas, así como a la Agencia Estatal de Entretenimiento, a la Cámara de Comercio y a las autoridades metropolitanas que hacen posible este gran evento. ¡Ánimo!","https://twitter.com/EnriqueAlfaroR","https://pbs.twimg.com/media/F6V3UmGWcAAjtZG?format=jpg&name=small","","3","18","","699","","","https://twitter.com/PabloLemusN/status/1703899235664457792/photo/1","","https://twitter.com/PabloLemusN/status/1703899235664457792/analytics","","@EnriqueAlfaroR","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1703574755259941330","17 sept.","¡Increíble trabajo,","","!
Después de un operativo complicado, los bomberos de Guadalajara, lograron rescatar a una mujer de 27 años que cayó a un pozo artesiano con una profundidad de aproximadamente 15 metros en la colonia Santa Rosa.","","https://pbs.twimg.com/ext_tw_video_thumb/1703574712238977024/pu/img/aTYJTiUAr1r3dyZv.jpg","4","21","91","https://twitter.com/PabloLemusN/status/1703574755259941330/analytics","6.770","","","","","","","@PCYBOMGDL","","","","","","https://twitter.com/PCYBOMGDL","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1703574781461729490","17 sept.","Mi reconocimiento y mi felicitación por esta gran labor. Muchas gracias por siempre estar dispuestos a arriesgarlo todo para proteger a las y los ciudadanos.","https://abs-0.twimg.com/emoji/v2/svg/1f31f.svg","¡Ánimo!","","","","2","20","https://twitter.com/hashtag/H%C3%A9roesSinCapa?src=hashtag_click","998","https://abs-0.twimg.com/emoji/v2/svg/1f469-200d-1f692.svg","","","","https://twitter.com/PabloLemusN/status/1703574781461729490/analytics","","","#HéroesSinCapa","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702840239104962752","15 sept.","A toda la comunidad israelita de Guadalajara, les mando una felicitación por este nuevo año judío que inicia hoy por la noche. Mis mejores deseos para esta llegada del año 5784 de su calendario.","","","https://twitter.com/PabloLemusN/status/1702840239104962752/photo/2","https://pbs.twimg.com/media/F6G0KuDWMAA3qYg?format=jpg&name=360x360","","18","10","","5.412","","","https://twitter.com/PabloLemusN/status/1702840239104962752/photo/1","https://pbs.twimg.com/media/F6G0LDaXgAA0B0W?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1702840239104962752/analytics","","","","","","","","","","86",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702792052100968472","15 sept.","Renovamos el Mercado Manuel M. Diéguez, en el barrio de San Antonio, a través del programa “Mi Mercado”.","","","https://twitter.com/PabloLemusN/status/1702792052100968472/photo/1","https://pbs.twimg.com/media/F6GIV-eWMAAoueS?format=jpg&name=small","3","5","53","https://twitter.com/PabloLemusN/status/1702792052100968472/analytics","2.744","","","","","","","","","","","","","","","",""
"https://twitter.com/i/status/1702792052100968472","","","Mostrar más respuestas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702792159324192985","15 sept.","Luminarias.","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Cruceros seguros.","https://twitter.com/PabloLemusN/status/1702792159324192985/photo/1","https://pbs.twimg.com/media/F6GIbNvXcAAE6Kf?format=jpg&name=small","1","3","22","https://twitter.com/PabloLemusN/status/1702792159324192985/analytics","842","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","Herrería.","https://twitter.com/PabloLemusN/status/1702792159324192985/photo/2","https://pbs.twimg.com/media/F6GIbvTXQAAumhd?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1702792159324192985/photo/3","https://pbs.twimg.com/media/F6GIcQNW0AArUR8?format=jpg&name=360x360","","","Bolardos.","Jardineras y colocación de plantas.","","","","","Señalética para homologarse con la imagen de mercados ya intervenidos.",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702792214986776812","15 sept.","Los mercados de Guadalajara son pilares de nuestra cultura, lugares de encuentro y, sobre todo, son parte de nuestra historia y tradición. Vamos a seguir chambeando para dejarlos al cien","https://abs-0.twimg.com/emoji/v2/svg/1f4af.svg",". ¡Ánimo,","","https://pbs.twimg.com/media/F6GIeGRWkAA6ljS?format=jpg&name=360x360","!","2","23","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","803","","","https://twitter.com/PabloLemusN/status/1702792214986776812/photo/1","https://pbs.twimg.com/media/F6GIekgX0AAAD2y?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1702792214986776812/analytics","https://pbs.twimg.com/media/F6GIe8QWAAAVM1y?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1702792214986776812/photo/2","https://pbs.twimg.com/media/F6GIfW3X0AA60ee?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1702792214986776812/photo/3","https://twitter.com/PabloLemusN/status/1702792214986776812/photo/4","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702522551329599918","14 sept.","Gracias por su apoyo. ¡Ánimo,","https://abs-0.twimg.com/emoji/v2/svg/1f4aa-1f3fc.svg","!","","https://pbs.twimg.com/ext_tw_video_thumb/1702522494500876288/pu/img/mEh_IG_eLuZEzOYP.jpg","","15","16","https://twitter.com/hashtag/Jalisco?src=hashtag_click","5.320","","","","","https://twitter.com/PabloLemusN/status/1702522551329599918/analytics","","","#Jalisco","","","","","","","153",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702451820168093861","14 sept.","Estuvimos en el XXIV Encuentro Iberoamericano de Autoridades Locales, ""Municipios e Infancias: Territorios Confiables para niñas y niños"". Un evento organizado por la Unión Iberoamericana de Municipalistas  en colaboración con organismos nacionales e internacionales.","","","https://twitter.com/PabloLemusN/status/1702451820168093861/photo/1","https://pbs.twimg.com/media/F6BS56ZWcAAqRsC?format=jpg&name=small","3","3","45","https://twitter.com/PabloLemusN/status/1702451820168093861/analytics","1.721","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702423956752605520","14 sept.","Gobernador","","agradezco mucho que me hayas acompañado en mi segundo informe al frente del Gobierno de Guadalajara. Siempre estaré agradecido contigo, porque fuiste tú quien me invitaste a participar en lo que más disfruto de la vida: el servir a los demás.  ¡Ánimo!","https://twitter.com/EnriqueAlfaroR","https://pbs.twimg.com/ext_tw_video_thumb/1702423871876407296/pu/img/AZzdMT6V74Ih-rC1.jpg","","15","12","","5.708","","","","","https://twitter.com/PabloLemusN/status/1702423956752605520/analytics","","@EnriqueAlfaroR","","","","","","","","117",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702363446996590849","14 sept.","Estimado","","te deseo un muy feliz cumpleaños en compañía de tus seres queridos.

Sigamos trabajando en equipo. ¡Ánimo!","https://twitter.com/JCFloresMiramon","https://pbs.twimg.com/media/F6ACiIAXAAE__sI?format=jpg&name=small","Juan Carlos Flores Miramontes","6","4","https://twitter.com/EnriqueAlfaroR","1.902","","","https://twitter.com/PabloLemusN/status/1702363446996590849/photo/1","","https://twitter.com/PabloLemusN/status/1702363446996590849/analytics","","@JCFloresMiramon","@EnriqueAlfaroR","","","https://twitter.com/PabloLemusN/status/1702363446996590849/media_tags","","","","52",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702154491993165887","13 sept.","Hoy acompañamos al Gobernador","",", a la entrega del colector pluvial San Rafael, una obra realizada por el","https://twitter.com/EnriqueAlfaroR","https://pbs.twimg.com/profile_images/1663372143902482435/ElKbAlix_mini.jpg","y que ayudará a evitar las inundaciones a causa de la lluvia.

En el siguiente video les compartimos más detalles de este importante proyecto:","9","17","https://twitter.com/GobJalisco","8.146","","0:00 / 4:41","","","https://twitter.com/PabloLemusN/status/1702154491993165887/analytics","","@EnriqueAlfaroR","@GobJalisco","#SanRafael","Cita","","","","","127","Enrique Alfaro"
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702110318153863640","13 sept.","Hoy también acompañamos a","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg",", Presidente Municipal de","https://twitter.com/SergioChavez_D","https://pbs.twimg.com/media/F58cR9xWEAAikWO?format=jpg&name=360x360",", en la entrega de su segundo informe de gobierno.

Muchas felicidades, fue un gusto estar en tierras tonaltecas. ¡Ánimo!","9","2","https://twitter.com/gobierno_tonala","2.489","","","https://twitter.com/PabloLemusN/status/1702110318153863640/photo/1","https://pbs.twimg.com/media/F58cSxsWwAA0WLO?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1702110318153863640/analytics","https://pbs.twimg.com/media/F58cTS0WoAAZYCw?format=jpg&name=360x360","@SergioChavez_D","@gobierno_tonala","","","https://twitter.com/PabloLemusN/status/1702110318153863640/photo/2","https://pbs.twimg.com/media/F58cT2HXcAECKb3?format=jpg&name=small","https://twitter.com/PabloLemusN/status/1702110318153863640/photo/3","https://twitter.com/PabloLemusN/status/1702110318153863640/photo/4","61",""
"https://twitter.com/CortinaGallardo","https://pbs.twimg.com/profile_images/1321629105738055680/RF0I2-1H_normal.jpg","https://twitter.com/CortinaGallardo","Juan Cortina Gallardo","@CortinaGallardo","·","https://twitter.com/CortinaGallardo/status/1701773142111252511","12 sept.","Quiero felicitar a mi amigo","","por su 2º informe de Gobierno como Presidente Municipal de Guadalajara. Enhorabuena por tu gran labor realizada y buenos resultados en favor de los habitantes de esta gran Ciudad.","https://twitter.com/PabloLemusN","https://pbs.twimg.com/media/F53ppplWAAAvK2T?format=jpg&name=360x360","","4","28","","1.557","","","https://twitter.com/CortinaGallardo/status/1701773142111252511/photo/1","https://pbs.twimg.com/media/F53pppuXsAA3XuO?format=jpg&name=360x360","https://twitter.com/CortinaGallardo/status/1701773142111252511/analytics","https://pbs.twimg.com/media/F53pppmWsAAEJEd?format=jpg&name=360x360","@PabloLemusN","","","reposteado","https://twitter.com/CortinaGallardo/status/1701773142111252511/photo/2","https://pbs.twimg.com/media/F53ppptXsAAKPQm?format=jpg&name=360x360","https://twitter.com/CortinaGallardo/status/1701773142111252511/photo/3","https://twitter.com/CortinaGallardo/status/1701773142111252511/photo/4","","Pablo Lemus Navarro"
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701997825947587034","13 sept.","Junto con la Dirigencia Nacional de","","encabezada por","https://twitter.com/colosioriojas","","21","19","132","https://twitter.com/PabloLemusN/status/1701997825947587034/analytics","7.057","",", y desde Jalisco y Nuevo León seguiremos demostrando que sabemos ganar elecciones, pero aún más importante, que sabemos construir buenos gobiernos. Gracias por acompañarme","","","","","@MovCiudadanoMX","@DanteDelgado",".
 ¡Ánimo!","Visitar informe.guadalajara.gob.mx","","","https://twitter.com/MovCiudadanoMX","","0:00 / 1:41",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1702009621538377922","13 sept.","Nuevamente agradezco la visita de mi hermanito","",". Respeto mucho tu decisión, estimado Donaldo. Admiro tu claridad y la fuerza de tus convicciones. Tienes mucho futuro por delante y allí estaremos para acompañarte.","https://twitter.com/colosioriojas","https://pbs.twimg.com/media/F57AuwcW0AAL01i?format=jpg&name=small","","1","3","","1.010","","","https://twitter.com/PabloLemusN/status/1702009621538377922/photo/1","","https://twitter.com/PabloLemusN/status/1702009621538377922/analytics","","@colosioriojas","","","","","","","","28",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701958977938944160","13 sept.","“Que nunca llegue el rumor de la discordia”, querido Gobernador","",". 
Sigamos trabajando en equipo, unidos y haciendo buenos gobiernos.
Muchas gracias por tus palabras.","https://twitter.com/EnriqueAlfaroR","https://pbs.twimg.com/media/F56SpVYWcAAOCmh.jpg","","114","111","","21,4 mil","","","","","https://twitter.com/PabloLemusN/status/1701958977938944160/analytics","","@EnriqueAlfaroR","","","","","","","","462",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701823607658201353","12 sept.","Servir a Guadalajara es un privilegio que valoro cada día al despertar. Hoy, en mi segundo informe al frente del","https://abs-0.twimg.com/emoji/v2/svg/1f64f.svg",", estoy lleno de emoción y gratitud","https://twitter.com/PabloLemusN/status/1701823607658201353/photo/1","https://pbs.twimg.com/media/F54XjNYWQAAN-iv?format=jpg&name=small","41","26","179","https://twitter.com/PabloLemusN/status/1701823607658201353/analytics","14,9 mil","","al ver ante mí a 2,300 personas extraordinarias, representantes del sector literario, cultural, artístico.","","","","","@GuadalajaraGob","","","","","","https://twitter.com/GuadalajaraGob","","",""
"https://twitter.com/i/status/1701823607658201353","","","Mostrar más respuestas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701823660997365804","12 sept.","También quiero agradecer a mi familia, a mis padres, mi esposa","https://abs-0.twimg.com/emoji/v2/svg/1faf6-1f3fb.svg","y mis hijos, mi hermana Maya, agradezco su apoyo incondicional. Son mi motor, junto con esta hermosa ciudad","https://twitter.com/PabloLemusN/status/1701823660997365804/photo/1","https://pbs.twimg.com/media/F54XmRoXcAAIjh8?format=jpg&name=small","2","4","33","https://twitter.com/PabloLemusN/status/1701823660997365804/analytics","1.802","",".","","","","","@MayeVillaLemus","","","","","","https://twitter.com/MayeVillaLemus","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701823678067970245","12 sept.","Mi compromiso es dedicar toda mi energía y experien
cia para que siga brillando en su máximo esplendor. Les prometo que en Jalisco continuaremos creciendo a pasos agigantados y seremos líderes en el país.   
¡Ánimo,","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","! ¡Ánimo,","","https://pbs.twimg.com/media/F54Xm5aWsAACVpY?format=jpg&name=360x360","! Vamos bien y se pondrá mejor.","2","5","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","1.617","","","https://twitter.com/PabloLemusN/status/1701823678067970245/photo/1","https://pbs.twimg.com/media/F54XnOJWgAEFKLJ?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1701823678067970245/analytics","https://pbs.twimg.com/media/F54XnWsXQAAneZg?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1701823678067970245/photo/2","","https://twitter.com/PabloLemusN/status/1701823678067970245/photo/3","","32",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1701811152827596992","12 sept.","Gracias por acompañarme amigo y Gobernador","https://abs-0.twimg.com/emoji/v2/svg/1f34a.svg",". Este también ha sido parte de tu legado en Guadalajara, reconozco tu visión y trabajo como alcalde y ahora como Gobernador. Sigamos trabajando en unidad por","https://twitter.com/EnriqueAlfaroR","https://pbs.twimg.com/profile_images/1663372143902482435/ElKbAlix_mini.jpg","y","8","10","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","4.694","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg",". ¡Ánimo!","https://twitter.com/EnriqueAlfaroR/status/1701787984587268587","https://pbs.twimg.com/media/F533DfZbYAAA6oK?format=jpg&name=small","https://twitter.com/PabloLemusN/status/1701811152827596992/analytics","https://pbs.twimg.com/media/F533Dfaa0AAUvZF?format=jpg&name=360x360","@EnriqueAlfaroR","#Guadalajara","@GuadalajaraGob","Cita","https://twitter.com/EnriqueAlfaroR/status/1701787984587268587/photo/1","https://pbs.twimg.com/media/F533DfYbAAAYTHs?format=jpg&name=360x360","https://twitter.com/EnriqueAlfaroR/status/1701787984587268587/photo/2","https://twitter.com/EnriqueAlfaroR/status/1701787984587268587/photo/3","81","Enrique Alfaro"
