texto,fecha,emocion
Hacia la victoria,09/10/2023 00:00,neutral
Excelente Dr Carlos Lomelí,09/10/2023 00:00,admiration
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Apoyo total al Dr. Carlos Lomelí Bolaños un saludo desde Tonalá y del equipo del regidor Alejandro Buenrostro,09/10/2023 00:00,neutral
Gran equipo haremos todos juntos x jalisco!! 😁😁😁,09/10/2023 00:00,admiration
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
Todos unidos jamás seremos vencidos Claudia serás la próxima presidenta y dr lomeli será el primer gobernador de Jalisco sigamos la 4 transformación mii bendiciones a todos y a nuestro muy querido presidente Andrés Manuel López Obrador,09/10/2023 00:00,optimism
Aquí estamos los del equipo de Alejandro Buenrostro es un onor estar con el doctor,09/10/2023 00:00,neutral
"Viva la cuarta transformación.
. VIVA MORENA La Esperanza de MÉXICO 😘",09/10/2023 00:00,approval
Se vienen cosas buenas para México Jalisco y el salto,09/10/2023 00:00,optimism
"Dr Carlos lomeli
Dios lo bendiga junto con toda su familia y en tlajomulco tiene una amiga que siempre ruega a Dios lo cuide que cumpla todos sus logros",09/10/2023 00:00,caring
"En Tlajomulco tiene un gran amigo y admirador, le mando un fuerte abrazo...!!!",09/10/2023 00:00,admiration
Es un honor conocerlo y con partir los mismos ideales juntos por Jalisco con el doctor Lomeli gobernador,09/10/2023 00:00,joy
"Éxito y bendiciones,Dr.
Carlos Lomeli Bolaños.",09/10/2023 00:00,neutral
"Asi lo siente uno y cáda persona que lo trata Dr, por su sencilles y carisma, es por eso, que quien lo conocemos, deseamos que usted, nuestro gran amigo, sea el que nos dirija y lleve acavo la Gobernatura el proximo 2024, saludos y un afectuoso abrazo, desde San Juan de los lagos",09/10/2023 00:00,neutral
Saludos y bendiciones doctor Lomelí,09/10/2023 00:00,admiration
En Ciudad Guzmán Jalisco. 👍🙋🫂,09/10/2023 00:00,approval
Tonalá con usted doctor lomelí,09/10/2023 00:00,neutral
Adelante Dr Lomelí,09/10/2023 00:00,neutral
A componer Jalisco. Carlos Lomeli. SI PUEDE Y MAS.,09/10/2023 00:00,neutral
"venga a ayutla Jalisco, pepespizza, saludos",09/10/2023 00:00,neutral
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Rolanda Valentín tenga fe en el padre y en usted mismo y todo saldrá bien la obra que Dios le envié en sus manos ahora y siempre asta el Reino de ❤️ que el espíritu Santo guie sus pasos y sus caminos y lo proteja la sangre de Cristo asta el Reino selestial de♥️ amén 🙏♥️🔥 el padre celestial esta con usted y todo el pueblo y nosotros amén bendiciones abundante mente bendiciones abundante mente bendiciones abundante mente saludos,09/10/2023 00:00,caring
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Distrito 19 con el Dr. Carlos Lomelí Bolaños y juntos por jalisco,09/10/2023 00:00,neutral
Es tan solo la cosecha de lo k usted doctor lomeli a sembrado guíen siembra amistad cosecha amigos feliz fin de semana con su hermosa familia,09/10/2023 00:00,joy
Saludos Dr.. que bueno que le encuentra el lado positivo a las cosas.. buen día.,09/10/2023 00:00,joy
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
Dr muy buenos días quedó a sus órdenes para apoyarlo en su proyecto mi compadre Pedro Hernández se Hiba a reunir contigo en estos días saludos,09/10/2023 00:00,neutral
Y nosotros la dicha de conocerlo Dr. Adelante que deseamos de corazón que siga recorriendo nuestro hermoso estado.,09/10/2023 00:00,joy
Animo mi gran amigo Carlos Lomelí también estamos con la misma actitud positiva siempre XK los sentimientos positivos son recíprocos saludos para toda la familia saludos desde Ahualulco Jalisco Rafael kdns 👑💯💪,09/10/2023 00:00,joy
Cuente con mi voto doctor Lomelí hasta la gobernatura juntos haremos historia 👏👏,09/10/2023 00:00,approval
No se olvide de visitar Quitupan jalisco ese municipio está olvidado por todos los gobiernos,09/10/2023 00:00,realization
"Reconocemos su incansable trabajo, la perseverancia y la vasta experiencia estimado Dr. Carlos Lomelí Bolaños en beneficio de Morena en Jalisco.
Su dedicación y compromiso han fortalecido nuestra causa y nos han acercado más a un futuro mejor para todos.!👏🏾😎🇱🇻",09/10/2023 00:00,admiration
Que gusto recibirlo en su casa “Tonalá. Estamos al 💯 con usted para que Coordine los Comités de Defensa de la 4T en Jalisco,09/10/2023 00:00,joy
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Estamos con ustedes la familia de chuy saludos Alejandro Buenrostro y Carlos Lomeli por un mejor Jalisco,16/10/2023 00:00,neutral
Juntos por Jalisco con el doctor Lomeli y el profe julio en Ocotlán Jalisco,09/10/2023 00:00,neutral
Estamos con usted apoyándolo es un honor estar con el doctor,09/10/2023 00:00,approval
"Vamos por buen camino
El doctor Si Puede.",09/10/2023 00:00,neutral
Saludos hasta Tonalá Jalisco.,16/10/2023 00:00,neutral
Un placer haber estado con el próximo gobernador de Jalisco Dr Carlos Lomeli.,09/10/2023 00:00,joy
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Gracias por su Dr. Carlos Lomelí,09/10/2023 00:00,gratitude
Saludos desde El salto vamos con Carlos Lomeli 🩺,09/10/2023 00:00,approval
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Que bueno que vino a visitar su casa que es Tonalá usted va ser nuestro coordinador estatal de los comités de la 4 T la muralla de Duran un lugar donde usted ya a venido por invitación de nosotros, saludos Dr Carlos Lomelí y adelante",09/10/2023 00:00,joy
"Fue desagradable ver a una persona soberbia, simuladora y falsa como la Martha fombona que vive en Guadalajara y no nos representa",09/10/2023 00:00,disgust
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
"La gente lo quiere, Dr. Lomeli por la persona tan sencilla y con mucho cariño al pueblo.
Saludos, somos del equipo del Reg. Alejandro Buenrostro
Equipo Tonalá.",09/10/2023 00:00,love
"Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá, Tonalá para los Tonaltecas, fuera los que no viven aquí y vienen por un botín político",09/10/2023 00:00,neutral
Tonalá está con usted doctor lomelí y con nuestro querido regidor Alejandro Alejandro Buenrostroo,09/10/2023 00:00,neutral
Con el equipo de nuestra regidora Marta Estela Arizmendi Fombona para adelante,09/10/2023 00:00,neutral
No cabe la menor duda Dr Carlos Lomeli próximo Gobernador del estado de Jalisco,09/10/2023 00:00,neutral
"Excelente reunión Dr. Carlos Lomelí Bolaños , un placer acompañarlo y adelante con la 4T en Jalisco.",09/10/2023 00:00,admiration
Que bien ocupamos jente desidia como el doctor Carlos lomeli y Alejando buenrrostro para Jalisco todo nuestro apoyo,16/10/2023 00:00,approval
En Tonalá el equipo de el regidor Alejandro Buenrostro estamos con usted 👍💪,09/10/2023 00:00,approval
Y se logrará. La transformación llegará a nuestro estado con el Dr. Carlos Lomelí Bolaños.,09/10/2023 00:00,approval
Estamos firmes con Usted estimado Doctor!,09/10/2023 00:00,neutral
"En Tonalá, todo el el equipo del Regidor Alejandro Buenrostro lo apoyamos Dr. Carlos Lomelí Bolaños 👍",09/10/2023 00:00,approval
Amigo Doctor Lomeli Usted Es La Fe Y La Esperanza De Jalisco Creemos En Usted Si se Puede Si Se puede Vamos Todos,09/10/2023 00:00,neutral
Angelica Bautista,09/10/2023 00:00,neutral
Ánimo doctor Carlos lomelí todo mi apoyo para usted si se puede dios lo bendiga 🙏,09/10/2023 00:00,caring
Equipo y familia co ud dr lomeli saludos desde cajititlan,09/10/2023 00:00,neutral
Si se puede es el cambio que estamos esperando,09/10/2023 00:00,optimism
Si se puede,09/10/2023 00:00,neutral
"Saludos Dr. Carlos Lomelí Bolaños , usted a recorrido rodos los municipios de Jalisco y conoce las necesidades de sus habitantes, estamos con usted doctor.",09/10/2023 00:00,caring
"No hay aspirante para Jalisco que conozca mejor todo el estado y sus necesidades .
Vamos con Carlos Lomeli 💪",09/10/2023 00:00,neutral
Estamos con usted,09/10/2023 00:00,caring
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Vamos con todo en Jalisco por la transformación,09/10/2023 00:00,neutral
"Asi es Dr. Carlos Lomelí Bolaños usted tambien nos da la fuerza para seguir trabajando por la 4ta transformacion,
saludos y estamos trabajando #JuntosPorJalisc
o",09/10/2023 00:00,neutral
Juntos lograremos el cambio de Jalisco con el doctor Lomeli gobernador,09/10/2023 00:00,optimism
Vamos con todo Dr Lomelí este 24 El estado de Jalisco se sumará a la Transformación con su liderazgo como Gobernador,09/10/2023 00:00,neutral
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Dr Lomeli ayudenos con la verificacion exagerada de este gobierno,09/10/2023 00:00,neutral
Saludos desde Puebla México,09/10/2023 00:00,neutral
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
"Saludos amigo Dr. Lomelí, siempre para delante 👍",09/10/2023 00:00,joy
Todo el apoyo y es un honor!!!,09/10/2023 00:00,joy
"Vamos a ganar, con todo Carlos.",09/10/2023 00:00,excitement
"Atotonilco el Alto, Jalisco, esta con usted, con su proyecto de transformación,
porque usted es hombre limpio, de convicción y formación de servicio, por eso y mucho más: ¡es un honor, estar con el doctor!",09/10/2023 00:00,joy
Vamos doc cuente con nosotros y mis comerciantes de tianguis de Guadalajara su amigo damian Almaguer,09/10/2023 00:00,neutral
"Doctor Carlos usted es un egemplo de la 4T sigue firme con el proyecto desde que comenzó a caminar junto al presidente Andrés Manuel desde el 2006 sin dejar su firmeza con morena, usted es el único que no se ha ido aunque los traicioneros lo denosten; yo su humilde servidora hablo de su persona en donde quiera que puedo para hacer entender que usted si quiere un verdadero cambio en Jalisco, qué no va a defraudar el proyecto de nuestro Presidente por ello cuente con todo el apoyo del distrito 16 en especial San Martín de las Flores",09/10/2023 00:00,neutral
"Yo con Dr. Carlos Lomelí Bolaños Carlos hasta el final.Bendicion
es para usted y su familia ¡SI PUEDE!",09/10/2023 00:00,caring
"Eso mi Doc! Hay q cumplir como lo ha venido haciendo , bendiciones!",16/10/2023 00:00,caring
"Excelente,Dr Lomeli,Usted es la solución,para nuestro Estado,Usted es el único que *SI PUEDE *",09/10/2023 00:00,admiration
"El Salto y todo Jalisco con el Dr. Lomelí. Cómo usted lo dice, es el único que ha recorrido el estado y sabe que necesitamos una transformación que beneficie a toda la población.",09/10/2023 00:00,approval
"Fan destacado
Jose Gregorio Iturralde Torres",16/10/2023 00:00,neutral
Juntos con el Dr. Carlos Lomeli🙂,09/10/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Muy bien doctor felicidades,09/10/2023 00:00,admiration
Zapopan es territorio morena!,09/10/2023 00:00,neutral
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Cuente con nuestro apoyo Doctor Lomelí 👌👍,09/10/2023 00:00,caring
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
"Jalisco va con la 4T , Jalisco necesita un cambio por nuestras generaciones nuevas, todos por el Dr. Lomelí .Juntos todo se puede.",09/10/2023 00:00,neutral
Todo él apoyo al doctor Lomeli juntos por Jalisco lograremos un Jalisco mejor,30/09/2023 00:00,optimism
Vamos con todo Jalisco.,30/09/2023 00:00,neutral
Con todo Dr Carlos Lomelí Tlajomulco está listo para nos Gobierne.,09/10/2023 00:00,excitement
"VAMOS CON TODO CON EL DR. LOMELI. LAS BASES, EL TRABAJO Y EL TRATO DIGNO AL PUEBLO LO HA DEMOSTRADO. EL APOYO ES PARA USTED. !!",30/09/2023 00:00,caring
"La sencillez y el cariño que Usted le tiene a Jalisco es lo que lo diferencia de todos los demás, Dr.
Saludos desde Tonalá
Somos del equipo del Regidor Alejandro Buenrostro .",30/09/2023 00:00,neutral
Yo no tengo toda la vida apoyando al dr Lomeli pero se que las cosas que ha hecho lo hace de buen corazón y que lucha por su estado jalisciense tiene amor a su pueblo,09/10/2023 00:00,admiration
Excelente,09/10/2023 00:00,admiration
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
ánimo Dr. lomeli,09/10/2023 00:00,neutral
Estamos con usted doctor lomelí,09/10/2023 00:00,neutral
Junt@s por Jalisco llegará la trasformación con usted Dr. Carlos Lomeli. !!!!!!! Si puede!!!!!! Saludos del Distrito 19,30/09/2023 00:00,neutral
Todos con el Dr. Lomelí,30/09/2023 00:00,neutral
"Mi próximo,Goberna
dor,Dr Lomeli,SI PUEDE,apoyo total",09/10/2023 00:00,neutral
Hola saludos Dr lomeli buenas noches,30/09/2023 00:00,neutral
"Juntos por la 4T con el doctor Carlos Lomeli hasta la Gobernatura!!!!
!",30/09/2023 00:00,neutral
Vamos con el Doc 🙂💪,30/09/2023 00:00,approval
"Todo Jalisco y Tlaquepaque es 4T
Felicidades
Dr. Carlos Lomelí Bolaños estamos al 💯",09/10/2023 00:00,excitement
En Jalisco estamos con Usted Doc! Con Usted gana el pueblo de Jalisco!,30/09/2023 00:00,neutral
Y UNA LIMPIA EN EL CONGRESO DONDE LA MAYORÍA PURA GENTE DE ALFARO PARA ESTARLE CUMPLIENDO SUS RATERIADAS CONTRA JALISCO Y SU VERIFICACIÓN VEHICULAR.,09/10/2023 00:00,approval
💪👍🤗 Dr. Carlos Lomelí Bolaños excelente 👌 saludos cordiales 👍,30/09/2023 00:00,approval
"Ya es tiempo de Jalisco, pues merece una mejor vida...",30/09/2023 00:00,approval
Dr. Carlos Lomelí Bolaños le mande inbox por el problema del agua. Es urgente hacer algo.,09/10/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Las mujeres son el Pilar del hogar juntos por Jalisco con el doctor Lomeli gobernador,30/09/2023 00:00,neutral
Adelante x Jalisco dr.,09/10/2023 00:00,neutral
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Toda mi confianza en el doctor Carlos Lomeli es el único para el cambio verdadero.,09/10/2023 00:00,approval
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
"Digan lo que digan, la 4T llegará a Jalisco con Lomelí y la esperamos con fé.",09/10/2023 00:00,optimism
Morena.tiene que ser de Jalisco con todo dr.carlos lomelí saludos asta el triunfo,09/10/2023 00:00,excitement
"¡Justo necesario e importante por y para nuestra PAZ lo merecemos ya . MUJERES únicas e irrepetible, siempre copiadas nunca igualadas 🤗😊😉😁💕💕Saludos cordiales Dr Carlos Lomeli!!",09/10/2023 00:00,approval
"🙋🏻‍♀️ pilar fundamental de la familia y la sociedad.
Doc.usted representa el cambio verdadero.

Confiamos en usted.
No nos puede fallar.
Cómo AMLO.
💪💪💪🇲🇽🇲🇽🇲🇽❤️❤️❤️",30/09/2023 00:00,approval
Viva la4t,09/10/2023 00:00,neutral
K sería el mundo sin nosotras el doctor lomeli valora mucho a la mujer siempre gracias doctor,09/10/2023 00:00,gratitude
Así será el 2024 Morena SI por Jalisco Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
"Fan destacado
Carmelita Casillas",09/10/2023 00:00,neutral
Angelica Bautista,30/09/2023 00:00,neutral
"Excelente doc. El que persevera alcanza. Desde el salto Jalisco, todo el apoyo para usted y cuauhtémoc rentería.",30/09/2023 00:00,admiration
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Cada día somos más con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
"Dejando el sello de la 4T, por todo Jalisco,vamos que el triunfo está cada día más cerca estimado Doc Lomeli.",30/09/2023 00:00,neutral
Enhorabuena Dr. Lomelí.,30/09/2023 00:00,excitement
Nuestro próximo Gobernador !! Jalisco ya eligió al Dr. Lomelí,30/09/2023 00:00,neutral
Con todo doctor lomeli vamos en equipo,30/09/2023 00:00,neutral
Todo el apoyo desdé Ocotlán Jalisco para nuestro próximo gobernador el Dr.Carlos Lomeli,30/09/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
"En Teuchitlan y en Tlajomulco confiamos en usted, Dr Carlos Lomelí, sabemos que el proyecto en Jalisco es con usted...!!!",30/09/2023 00:00,approval
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Todo el Apoyo Dr.Carlos Lomelí,09/10/2023 00:00,approval
"Así será, vamos con todo el apoyo para el Doctor Carlos Lomeli y que siga la 4T en Jalisco",30/09/2023 00:00,approval
"Es lo mismo en cada campaña te platican bonito cuando quieren tu voto ....así es dicen que política ..es hacer creer al pueblo las mentiras que les pláticas...haga
algo...tenemos pura agua sucia en la colonia lomas de Polanco...Ynadi
e dice ni hace nada....",30/09/2023 00:00,admiration
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
Vamos doctor mi apoyo siempre para usted con usted empecé y con usted hasta el éxito El doctor SI PUEDE.,30/09/2023 00:00,caring
Asi es doc. X el bien de jalisco y cihuatlan ocupamos un verdadero canbio x el bien de todos,30/09/2023 00:00,admiration
"Todo nuestro apoyo, Doctor lomeli. Usted es el mejor.",30/09/2023 00:00,admiration
Felicidades un excelente equipo de trabajo XK en todo Jalisco vamos x el mejor mi gran amigo Carlos Lomelí simplemente la mejor opción viva Jalisco y nuestro amigo el doctor Carlos Lomelí,09/10/2023 00:00,admiration
Siempre con usted doctor lomeli saludos y abrazos,30/09/2023 00:00,love
Doctor usted va a ser nuestro próximo gobernador en el 2024 y desde abajo y con la gente,30/09/2023 00:00,anger
Vamos por el Cambio Doctor Lomeli Si se Puede,30/09/2023 00:00,neutral
"Jalisco no aguanta más! No cabe duda que el pueblo de Jalisco encontrará en Usted estimado Doc Dr. Carlos Lomelí Bolaños el liderazgo apto para construir la #Transformaciónd
eJalisco",30/09/2023 00:00,neutral
Jalisco necesita un hombre como usted!,30/09/2023 00:00,desire
"Felicidades Dr
Todo Jalisco es 4T",30/09/2023 00:00,excitement
La mejor opción x Jalisco !,30/09/2023 00:00,admiration
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Vamos a Ganar Jalisco con usted Dr. 👏🏻👏🏻👏🏻👏🏻👏🏻,30/09/2023 00:00,approval
Juntos lograremos un Jalisco mejor con el doctor Lomeli gobernador,30/09/2023 00:00,optimism
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
Así es Dr. Carlos Lomelí,09/10/2023 00:00,neutral
Todos con usted doctor lomelí,30/09/2023 00:00,neutral
"Dr Lomelí,La perseverancia alcanza 💪",09/10/2023 00:00,neutral
La perseverancia es el arma más poderosa para lograr un propósito y la 4 T estará con los Jaliscienses.,09/10/2023 00:00,neutral
Si doctor lo se muy bien y estoy orgullosa de usted espero darle un fuerte abrazo y decirle se cumplió este sueño como tantos otros,09/10/2023 00:00,pride
Vamos Doctor Lomeli Claro Que Triunfaremos Vamos Adelante Siempre Adelante Jalisco Necesita Un Cambio y Ese Cambio Lo Logrará Usted,30/09/2023 00:00,approval
Vamos todos con la 4 transformación y con el Dr Carlos Lomelí urge el cambio haaa ojo mucho ojo con Movimiento Ciudadano porque son delo peor y traidores y mas a hora que el Chapulín del Marcelo Hebrard como Presidente para la contienda presidencial del país peor tantito vamos todos con Morena y la democracia viva nuestro presidente viva la democracia viva México,09/10/2023 00:00,neutral
El salto y todo Jalisco con el Dr,30/09/2023 00:00,neutral
Viva la4t,09/10/2023 00:00,neutral
🙂La mejor opción 👌💪💪dr.Carlos Lomelí,30/09/2023 00:00,approval
OJALÁ Y NO PACTE LA CANDIDATURA DE JALISCO CON MOVIMIENTO CIUDADANO PORQUE ELLOS CREN QUE ROBAR AL PUEBLO ES TRABAJAR. PORQUE ASI LES DIJO SU PATRON ALFARO.,09/10/2023 00:00,optimism
Así es y así será Morena SI Por Jalisco. Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
MI VOTO PARA USTED DR LOMELÍ.,09/10/2023 00:00,approval
TODO JALISCO TIENE PUESTA SU CONFIANZA EN USTED DR. LOMELÍ Y LA 4 T.,09/10/2023 00:00,neutral
Dr. Carlos Lomelí Bolaños el único que puede sacar a MC de Jalisco. 🇱🇻🇺🇦,30/09/2023 00:00,approval
EL SALTO CON EL DOC.,30/09/2023 00:00,neutral
Saludos siempre positibos hay le encargo a mi cihuatlan querido estamos olvidados el hospital no funciona no hay doctores seguimos sin hanbulancias es un yamado urjente señores,30/09/2023 00:00,neutral
Estamos con usted doctor,30/09/2023 00:00,neutral
"Animo, con toda la actitud saludos doc",30/09/2023 00:00,joy
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Ocotlán está con el doctor Lomeli y el profe julio juntos por Jalisco lograremos un Jalisco mejor,30/09/2023 00:00,neutral
Saludos Doctor.,30/09/2023 00:00,admiration
Saludos desde cajititlan dr,30/09/2023 00:00,neutral
Saludos un abrazo y un bendecido inicio de semana para todos,30/09/2023 00:00,joy
Excelente inicio de semana bendiciones DC Carlos lomeli bolaños,30/09/2023 00:00,admiration
Estamos en marcha!,30/09/2023 00:00,neutral
"Así es, doctor.",30/09/2023 00:00,approval
Con todo Dr !!,30/09/2023 00:00,neutral
Saluditos,30/09/2023 00:00,admiration
Confirmo dr.,30/09/2023 00:00,neutral
Excelente,09/10/2023 00:00,admiration
Estamos con usted Dr. Carlos Lomelí Bolaños distrito 19,30/09/2023 00:00,caring
Estamos con usted éxito Dr.lomeli,30/09/2023 00:00,neutral
Saludos desde Tonalá de con el Dr Alejandro Buenrostro Regidor,09/10/2023 00:00,neutral
"Venga Dr Carlos Lomelí, estamos con usted por qué sabemos de su honestidad y trabajo limpio en esta lucha !!!",30/09/2023 00:00,admiration
Toda la razón Dr. Ánimo🙌🏼,30/09/2023 00:00,neutral
"Ese seño Warren.. tiene muchas algunas frases que cuando las aplicaste lleva al éxito!!! Ésta es una que me ayudó a salir adelante....""pr
efiero el 1% del esfuerzo de 100 personas al 100% del esfuerzo mío""..si me equivoqué corrijanme....p
ero por ahí va...",30/09/2023 00:00,realization
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
CIERTO. NO HAY LIBERTAD SIN DESOBEDIENCIA. SALUDOS DR. SU AMIGO GABRIEL ALVAREZ..,30/09/2023 00:00,neutral
Excelente frase para iniciar la semana 💪🏻!,30/09/2023 00:00,admiration
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
"Saludos,disting
uido y apreciado,Dr Lomeli,nuestro próximo Gobernador,apoy
o total para Usted y Morena",30/09/2023 00:00,admiration
Y. Alo. Que. Le. Falta. A. Usted. Lomeli,30/09/2023 00:00,amusement
"La honestidad.....
Eso me gustaría que así fueran los gobernantes. Con hechos no con palabras.",30/09/2023 00:00,pride
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Saludos doctor estamos con usted 💪🏻🙌🏻,30/09/2023 00:00,caring
"Mi apoyo Dr Lomeli, vamos adelante por Jalisco.",30/09/2023 00:00,caring
Saludos a todos. Y por el bien de Jalisco. Dr. Carlos va,30/09/2023 00:00,joy
"Sin duda, Lomelí hace punta en las encuestas, será el coordinador de la 4T Morena Jalisco.",30/09/2023 00:00,neutral
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Todo el apoyo al Dr. Lomeli,30/09/2023 00:00,caring
Vamos con todo doctor !!!!,30/09/2023 00:00,neutral
"A empezar semana con todo estimado Doctor, ni un paso atrás en la lucha contra los corruptos naranjas!",30/09/2023 00:00,neutral
