"css-901oao","css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 2","css-4rbku5 href 8","css-901oao 11","r-1p0dtai src","css-4rbku5 5","css-4rbku5 href 10","css-4rbku5 href 11","css-9pa8cd src 3","css-9pa8cd src 4"
"continuemos impulsando una vida libre de violencia para mujeres y niñas. Alza la voz y denuncia. ¡Por ti, por todas!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1629554395644940291","25 feb.","No estas sola. Este","https://twitter.com/sasildeleon/status/1629554395644940291/photo/1","https://pbs.twimg.com/media/Fp1XFlHWAAE4zKE?format=jpg&name=small","","1","1","6","https://twitter.com/sasildeleon/status/1629554395644940291/analytics","245","#DíaNaranja","https://twitter.com/hashtag/D%C3%ADaNaranja?src=hashtag_click","","","","","","",""
"sobre la reforma en materia electoral, el llamado 'Plan B', que tiene como objetivo adecuar el sistema electoral a la realidad política y social de México para garantizar elecciones libres y auténticas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1629226533612126213","24 feb.","Les comparto un fragmento de mi participación en el Pleno del","","https://pbs.twimg.com/ext_tw_video_thumb/1629226433594662912/pu/img/hTdiDIQR4XvI8-0_.jpg","","4","4","12","https://twitter.com/sasildeleon/status/1629226533612126213/analytics","533","","","","blob:https://twitter.com/1538744a-3838-46b6-8c40-3d54c458f085","@senadomexicano","https://twitter.com/senadomexicano","","",""
", símbolo patrio que da identidad a nuestro pueblo y cuyos colores representan esperanza, unidad y conmemora a los héroes nacionales.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1629150822159327232","24 feb.","Hoy celebramos el","https://twitter.com/sasildeleon/status/1629150822159327232/photo/1","https://pbs.twimg.com/media/FpvoCfIXwAAlKID?format=jpg&name=small","","1","1","","https://twitter.com/sasildeleon/status/1629150822159327232/analytics","166","#DíaDeLaBandera","https://twitter.com/hashtag/D%C3%ADaDeLaBandera?src=hashtag_click","","","","","","",""
"con Viry de la Vega y el Ing. Enoc Santos. 

Fue un gusto dar a conocer mi trabajo como servidora pública y mi compromiso con impulsar desde el Senado la","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628910078244921346","23 feb.","Agradezco la invitación para hablar en el programa","","https://pbs.twimg.com/card_img/1704990878815907840/rl1MCXQJ?format=jpg&name=240x240","youtube.com","2","8","","https://twitter.com/sasildeleon/status/1628910078244921346/analytics","170","#DeMujerAMujerChiapas","https://twitter.com/hashtag/DeMujerAMujerChiapas?src=hashtag_click","SASIL DE LEÓN - Experiencia, Inteligencia y DEDICACIÓN I De Mujer a...","","","","","",""
"dedicó a las mujeres como pilares de la democracia.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628844915177168900","23 feb.","Hago mías cada una de las palabras que nuestro Presidente","","https://pbs.twimg.com/ext_tw_video_thumb/1628844831987343363/pu/img/9VxGqnQw3K6dLrRC.jpg","","2","3","","https://twitter.com/sasildeleon/status/1628844915177168900/analytics","223","#EsTiempoDeLasMujeres","https://twitter.com/hashtag/EsTiempoDeLasMujeres?src=hashtag_click","","blob:https://twitter.com/3d61d1fd-e628-47e7-85bd-bbcb61e9b9b4","@lopezobrador_","https://twitter.com/lopezobrador_","","",""
"para que una mujer sea Presidente del","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628825380327940097","23 feb.","Celebro la decisión del","","","Cita","1","","","https://twitter.com/sasildeleon/status/1628825380327940097/analytics","182","#EsTiempoDeLasMujeres","https://twitter.com/hashtag/EsTiempoDeLasMujeres?src=hashtag_click","El Universal","","@TEPJF_informa","https://twitter.com/TEPJF_informa","","https://pbs.twimg.com/profile_images/1290059307195670529/BniAB8VL_mini.jpg",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Con 72 votos a favor, aprobamos la reforma en materia electoral conocida como ""Plan B"".

El INE sí se toca, como todas las instituciones siempre que esto contribuya al mejoramiento de estas en beneficio del bienestar de las ciudadanas y ciudadanos.","https://twitter.com/sasildeleon/status/1628577093113065472","22 feb.","","https://twitter.com/sasildeleon/status/1628577093113065472/analytics","https://pbs.twimg.com/media/FpnePHHWAAAEu-B?format=jpg&name=small","9","12","45","1.906","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628577099098296320","22 feb.","Con ello hoy damos un paso más en el fortalecimiento de la democracia en México y le decimos basta a los derroches y privilegios.","https://twitter.com/sasildeleon/status/1628577099098296320/photo/1","https://pbs.twimg.com/media/FpnePb9XgAEyvro?format=jpg&name=small","","1","1","10","https://twitter.com/sasildeleon/status/1628577099098296320/analytics","263","","","","","","","","",""
"Lic. Aispuro Kuribreña","https://twitter.com/aispuro_lic","https://pbs.twimg.com/profile_images/1414742417081737216/PGPRA_Sn_normal.jpg","https://twitter.com/aispuro_lic","@aispuro_lic","Titulación Por Experiencia Laboral en 4 Meses","228","https://twitter.com/aispuro_lic/status/1619512315761819649/analytics","","399","https://twitter.com/aispuro_lic/status/1619512315761819649/photo/1","https://pbs.twimg.com/media/Fnmp3G4XkAAP9Ly?format=jpg&name=120x120","2.865","5,4 M","Promocionado","Con base a tu experiencia laboral.","","En línea o presencial.","","","Sin descuidar tu trabajo.","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628470081037508608","22 feb.","Con la labor legislativa mejoramos las condiciones de nuestro querido estado de Chiapas. ¡Trabajamos incansablemente para que la esperanza llegue a todos los hogares!","https://twitter.com/sasildeleon/status/1628470081037508608/photo/1","https://pbs.twimg.com/media/Fpl86KIWAAEP-9f?format=jpg&name=small","","1","9","","https://twitter.com/sasildeleon/status/1628470081037508608/analytics","277","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","El ex secretario de Seguridad Pública del gobierno de Calderón ha sido declarado culpable en EU por cargos por tráfico de drogas y crimen organizado, muestra factible sobre de qué se trató la guerra contra el narcotráfico iniciada en ese sexenio.","https://twitter.com/sasildeleon/status/1628171619502854147","21 feb.","milenio.com","https://twitter.com/sasildeleon/status/1628171619502854147/analytics","https://pbs.twimg.com/card_img/1705500335706378240/WZ20BT9d?format=jpg&name=small","1","1","2","194","https://t.co/pgqqDOAXMo","García Luna es declarado CULPABLE en EU por tráfico de droga","","","El ex secretario de Seguridad Pública enfrentó un juicio en EU tras ser detenido en 2019en Dallas, Texas.","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Este es un paso en la búsqueda de justicia y de esclarecimiento de los hechos durante este periodo que sumió al país en la violencia.

Vamos a seguir exigiendo justicia, reparación histórica y construyendo memoria para que nunca más vuelvan a repetirse estos terribles hechos.","https://twitter.com/sasildeleon/status/1628171621390290944","21 feb.","","https://twitter.com/sasildeleon/status/1628171621390290944/analytics","","1","1","2","131","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628171623256715264","21 feb.","De este lado vamos a seguir trabajando por la reconciliación y la pacificación de México.","","","","1","1","","https://twitter.com/sasildeleon/status/1628171623256715264/analytics","94","","","","","","","","",""
". ¡Celebremos con orgullo nuestras raíces!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1628122901982416917","21 feb.","El patrimonio cultural de México se protege con la preservación y el reconocimiento de las lenguas originarias, con este motivo conmemoramos el Día Internacional de la","https://twitter.com/sasildeleon/status/1628122901982416917/photo/1","https://pbs.twimg.com/media/FphBIlsXEAAi5W7?format=jpg&name=small","","1","3","","https://twitter.com/sasildeleon/status/1628122901982416917/analytics","196","#LenguaMaterna","https://twitter.com/hashtag/LenguaMaterna?src=hashtag_click","","","","","","",""
", la más alta distinción que otorga el Senado, como reconocimiento a las médicas y médicos cuya noble labor fue imprescindible para combatir la pandemia durante el año 2020.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1627071649471434754","18 feb.","Fue un honor participar en la entrega de la Medalla","","https://pbs.twimg.com/ext_tw_video_thumb/1627071472513724418/pu/img/Xnvs_2J_4ihVRn8L.jpg","","1","3","20","https://twitter.com/sasildeleon/status/1627071649471434754/analytics","646","#BelisarioDomínguez","https://twitter.com/hashtag/BelisarioDom%C3%ADnguez?src=hashtag_click","","blob:https://twitter.com/7554e609-5aec-4648-a761-d9ad0568e5a3","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1627005919413387268","18 feb.","Asistí a la toma de protesta de líderes de diferentes sectores de la Coordinadora Independiente de Trabajadores (CIT). Me alegra conocer que la suma de los esfuerzos realizados desde el Senado de la República, ha brindado mayores derechos laborales para el gremio.","https://twitter.com/sasildeleon/status/1627005919413387268/photo/1","https://pbs.twimg.com/media/FpRJQIlXgAAdGA-?format=jpg&name=360x360","","10","","","https://twitter.com/sasildeleon/status/1627005919413387268/analytics","458","","","","","","","https://twitter.com/sasildeleon/status/1627005919413387268/photo/2","https://pbs.twimg.com/media/FpRJQUiX0AIrMRw?format=jpg&name=360x360","https://pbs.twimg.com/media/FpRJQiKWcAE6iuE?format=jpg&name=360x360"
"el presidente estatal más joven de","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1626656017286107141","17 feb.","El día de hoy tuve un encuentro con mi amigo","https://twitter.com/sasildeleon/status/1626656017286107141/photo/1","https://pbs.twimg.com/media/FpMJiXsXEBYW3Te?format=jpg&name=small","","5","17","","https://twitter.com/sasildeleon/status/1626656017286107141/analytics","779","","","","","@Carlos_Molina_V","https://twitter.com/Carlos_Molina_V","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1626636770627420179","17 feb.","Las artesanas y artesanos de nuestro estado plasman en sus diseños historia, identidad y cultura. Mi labor como su representante y como orgullosa chiapaneca, es conservar y proteger el valioso trabajo que realizan.","https://twitter.com/sasildeleon/status/1626636770627420179/photo/1","https://pbs.twimg.com/media/FpL5hNpWABUDklj?format=jpg&name=small","","2","8","","https://twitter.com/sasildeleon/status/1626636770627420179/analytics","264","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1626346503601283072","16 feb.","En Comitán me reuní con líderes y lideresas de la sierra de Chiapas para definir rutas de trabajo en beneficio de la comunidad. Conocer las problemáticas de cerca permite nutrir nuestra agenda legislativa de este año. Un gusto construir lazos en estas productivas reuniones.","https://twitter.com/sasildeleon/status/1626346503601283072/photo/1","https://pbs.twimg.com/media/FpHxfTcakAEpgmg?format=jpg&name=360x360","","1","9","","https://twitter.com/sasildeleon/status/1626346503601283072/analytics","435","","","","","","","https://twitter.com/sasildeleon/status/1626346503601283072/photo/2","https://pbs.twimg.com/media/FpHxfTfaYAA5eah?format=jpg&name=360x360","https://pbs.twimg.com/media/FpHxfThaYAE17Xz?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1626335531612372992","16 feb.","La diversidad, historia, tradiciones, colores y gente linda de nuestro querido estado de Chiapas, son el espíritu del sur de México.","https://twitter.com/sasildeleon/status/1626335531612372992/photo/1","https://pbs.twimg.com/media/FpHni53aQAEOj3w?format=jpg&name=small","","3","15","","https://twitter.com/sasildeleon/status/1626335531612372992/analytics","469","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1626251390837313537","16 feb.","Aprobamos el dictamen que establece el 8 de abril como el ""Día Nacional de la Artesanía de los Pueblos y Comunidades Indígenas y Afromexicanas"", con él reconocemos y luchamos por los derechos de las artesanas y artesanos que aportan tradición y cultura en sus creaciones.","","","","2","9","","https://twitter.com/sasildeleon/status/1626251390837313537/analytics","319","","","1:23","blob:https://twitter.com/23a79234-b7bd-4182-81f3-e72901d0e804","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Subí al Pleno del","https://twitter.com/sasildeleon/status/1625997561101164544","15 feb.",", para hablar en favor del dictamen que establece el 8 de abril de cada año, como el “Día Nacional de la Artesanía de los Pueblos y Comunidades Indígenas y Afromexicanas”. (1/2)","https://twitter.com/sasildeleon/status/1625997561101164544/analytics","https://pbs.twimg.com/media/FpC0KQQWcAM7A9_?format=jpg&name=small","2","8","26","1.345","https://twitter.com/sasildeleon/status/1625997561101164544/photo/1","","","https://twitter.com/sasildeleon/status/1625997561101164544/photo/2","","","","https://twitter.com/senadomexicano","","https://pbs.twimg.com/media/FpC0KlpXEAE5e3F?format=jpg&name=small",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1625997572807487492","15 feb.","Como orgullosa representante y originaria del estado de Chiapas, reconozco la importancia de brindar mayor visibilidad y fomentar la protección de los derechos culturales de nuestros pueblos y comunidades indígenas. (2/2)","https://twitter.com/sasildeleon/status/1625997572807487492/photo/1","https://pbs.twimg.com/media/FpC0K8GXEAIox4r?format=jpg&name=small","","3","","","https://twitter.com/sasildeleon/status/1625997572807487492/analytics","307","","","","","","","https://twitter.com/sasildeleon/status/1625997572807487492/photo/2","https://pbs.twimg.com/media/FpC0LQmXoAQhz6B?format=jpg&name=small",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1625966558789902342","15 feb.","La alegría que me proporciona recorrer nuestro estado y encontrarme con gente de buen corazón, es una de nuestras motivaciones más grandes. ¡Caminaré con ustedes mientras me lo permitan!","https://twitter.com/sasildeleon/status/1625966558789902342/photo/1","https://pbs.twimg.com/media/FpCX9lhXgA0uJ1_?format=jpg&name=small","","2","2","12","https://twitter.com/sasildeleon/status/1625966558789902342/analytics","595","","","","","","","","",""
"","https://twitter.com/senadomexicano","https://pbs.twimg.com/profile_images/1433136792241250304/PYD5kScB_normal.jpg","https://twitter.com/senadomexicano","Senado de México","@senadomexicano","·","https://twitter.com/senadomexicano/status/1625887095863771138","15 feb.","Reunión de la Comisión de Hacienda y Crédito Público, del 15 de febrero de 2023.","https://twitter.com/i/broadcasts/1yNGaNdBQbXJj","https://pbs.twimg.com/card_img/1706517666221969408/e6l29Y3Y?format=jpg&name=orig","Senado de México","1","6","12","https://twitter.com/senadomexicano/status/1625887095863771138/analytics","3.245","","","@senadomexicano","blob:https://twitter.com/ed6ddf9a-5a1d-449d-b4b1-5f4b96d96e33","","","","https://pbs.twimg.com/profile_images/1433136792241250304/PYD5kScB_mini.jpg",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1624081646344450048","10 feb.","¡Amor, solidaridad y altruismo en tiempos de emergencia! Enviamos nuestras bendiciones al pueblo de Turquía y Siria. Un agradecimiento a quienes a través de su labor humanitaria ayudan a los afectados.","https://t.co/IcDk8ILLK8","","jornada.com.mx","1","3","","https://twitter.com/sasildeleon/status/1624081646344450048/analytics","268","","","Brigadas mexicanas han rescatado a tres personas vivas en Turquía: Sedena","","","","","",""
". Con él, nunca nos faltará la convicción de un México donde prevalezca la fraternidad, la esperanza y el espíritu de lucha. El movimiento de regeneración nacional está más fuerte que nunca.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1623752520722964483","9 feb.","AMLITO de la suerte nos acompañó al","https://twitter.com/sasildeleon/status/1623752520722964483/photo/1","https://pbs.twimg.com/media/Foi4yjfWIAE1S3T?format=jpg&name=small","","11","11","50","https://twitter.com/sasildeleon/status/1623752520722964483/analytics","3.153","","","","","@senadomexicano","https://twitter.com/senadomexicano","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1623521854328565760","8 feb.","Es posible construir el Chiapas que todas y todos merecemos; la transformación hace realidad la esperanza con la que nos levantamos día con día.","https://twitter.com/sasildeleon/status/1623521854328565760/photo/1","https://pbs.twimg.com/media/FofmOC2WAAETf1j?format=jpg&name=small","","3","18","","https://twitter.com/sasildeleon/status/1623521854328565760/analytics","679","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Gran reunión con","https://twitter.com/sasildeleon/status/1623454495098408960","8 feb.","Dirigente nacional de mi Partido con quien platiqué sobre el desafío que tenemos de lograr el cambio en Coahuila y Estado de México donde habrá elecciones este año y frente a las cuales le ratifiqué mi compromiso... 

(1/2)","https://twitter.com/sasildeleon/status/1623454495098408960/analytics","https://pbs.twimg.com/media/FoentvTX0AAe0xJ?format=jpg&name=900x900","2","7","35","3.342","","","","","","","","https://twitter.com/mario_delgado","","",""
".

(2/2)","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1623457900197777409","8 feb.","...de caminar y trabajar hombro a hombro para que triunfe el movimiento de esta irreversible Cuarta Transformación de la mano de mis compañeras y compañeros de MORENA e inspirados en el ejemplo y la lucha de nuestro Presidente Andrés Manuel","https://twitter.com/sasildeleon/status/1623457900197777409/photo/1","https://pbs.twimg.com/media/FoeuTS_XwAEr2bB?format=jpg&name=small","","3","1","16","https://twitter.com/sasildeleon/status/1623457900197777409/analytics","702","","","","","@lopezobrador_","https://twitter.com/lopezobrador_","","",""
", quien recuerda los pilares que guían a la","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1623359422989844480","8 feb.","El dinero va hacia donde más se necesita, así lo afirma nuestro presidente","https://twitter.com/sasildeleon/status/1623359422989844480/photo/1","https://pbs.twimg.com/media/FodUysMXsAAS73c?format=jpg&name=small","","1","3","7","https://twitter.com/sasildeleon/status/1623359422989844480/analytics","526","#CuartaTransformación","https://twitter.com/hashtag/CuartaTransformaci%C3%B3n?src=hashtag_click","","","@lopezobrador_","https://twitter.com/lopezobrador_","","",""
") anunció que hasta el momento no hay reporte de mexicanas y mexicanos afectados por el sismo.

Se encuentran a disposición los números 0533 956 3270, desde Turquía o 0090 533 956 3270 si llaman desde México.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622977125018918912","7 feb.","La embajada de México en Turquía (","https://t.co/knZ7HTmpvH","","jornada.com.mx","2","6","","https://twitter.com/sasildeleon/status/1622977125018918912/analytics","405","","","Al momento no hay reportes de mexicanos afectados por sismo en Turquía: embajada","","@EmbaMexTur","https://twitter.com/EmbaMexTur","","",""
"anunció el envío de ayuda humanitaria para colaborar en la atención a las consecuencias del sismo.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622781978352271360","6 feb.","Como parte del carácter solidario de México, nuestro presidente","https://t.co/gLhqFrNiED","","jornada.com.mx","1","4","","https://twitter.com/sasildeleon/status/1622781978352271360/analytics","359","","","Instruye AMLO a Sedena y Semar organizar ayuda para Turquía y Siria","","@lopezobrador_","https://twitter.com/lopezobrador_","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622761052340379648","6 feb.","Fuerza y solidaridad al pueblo de Turquía y Siria ante la situación lamentable que dejaron los sismos. Nuestras oraciones están con ellos.","","","","8","","","https://twitter.com/sasildeleon/status/1622761052340379648/analytics","612","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622742662741651457","6 feb.","Con cerca de 13 kilómetros de largo y más de 1000 metros de altura, el Cañón del Sumidero tiene una basta riqueza natural y enorme belleza. ¡Amo nuestro estado por sus inigualables paisajes que nos dan identidad!","https://twitter.com/sasildeleon/status/1622742662741651457/photo/1","https://pbs.twimg.com/media/FoUjygfWYAAMJKT?format=jpg&name=360x360","","1","4","26","https://twitter.com/sasildeleon/status/1622742662741651457/analytics","951","","","","","","","https://twitter.com/sasildeleon/status/1622742662741651457/photo/2","https://pbs.twimg.com/media/FoUjzWJWcAAn1IJ?format=jpg&name=360x360","https://pbs.twimg.com/media/FoUj1IHX0AM5KbR?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622694956010995713","6 feb.","Chiapas, su gente, sus colores y tradiciones vivas me inspiran a trabajar incansablemente para que la transformación llegue a todas y todos.","https://twitter.com/sasildeleon/status/1622694956010995713/photo/1","https://pbs.twimg.com/media/FoT4dEaXEB4478D?format=jpg&name=small","","6","","","https://twitter.com/sasildeleon/status/1622694956010995713/analytics","467","","","","","","","","",""
"que contó con la presencia de 9 mujeres gobernadoras que demuestran que es posible cambiar las cosas. 

La transformación del país va de la mano de la lucha histórica por el reconocimiento de los derechos políticos de las mujeres.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1622601319130202113","6 feb.","Celebro esta foto histórica de la","https://twitter.com/sasildeleon/status/1622601319130202113/photo/1","https://pbs.twimg.com/media/FoSjTRDXwAYHThO?format=jpg&name=small","","1","8","18","https://twitter.com/sasildeleon/status/1622601319130202113/analytics","984","","","","","@CONAGO_oficial","https://twitter.com/CONAGO_oficial","","",""
"transformación el pueblo tiene el mando; seguiré sirviendo con honor mientras así lo elija la gente.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1621661026142883841","3 feb.","En la","https://twitter.com/sasildeleon/status/1621661026142883841/photo/1","https://pbs.twimg.com/media/FoFMGn4XkAEgbGK?format=jpg&name=small","","1","5","17","https://twitter.com/sasildeleon/status/1621661026142883841/analytics","639","#CuartaTransformación","https://twitter.com/hashtag/CuartaTransformaci%C3%B3n?src=hashtag_click","","","","","","",""
"y con el","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1621611572698255361","3 feb.","Buscamos generar mesas de trabajo con la","https://twitter.com/sasildeleon/status/1621611572698255361/photo/1","https://pbs.twimg.com/media/FoEfBVCXoAMxsCW?format=jpg&name=small","","5","5","","https://twitter.com/sasildeleon/status/1621611572698255361/analytics","480","","","","","@SEGOB_mx","https://twitter.com/SEGOB_mx","","",""
"busca que, en los planes y programas de estudio de las escuelas, se incluya la enseñanza y promoción de la cultura fiscal.","https://twitter.com/MorenaSenadores","https://pbs.twimg.com/profile_images/1589669559400894464/eo74S6aZ_normal.jpg","https://twitter.com/MorenaSenadores","Senadores Morena","@MorenaSenadores","·","https://twitter.com/MorenaSenadores/status/1620980326570008577","1 feb.","La senadora","","","","1","4","7","https://twitter.com/MorenaSenadores/status/1620980326570008577/analytics","323","","","https://","","@sasildeleon","https://twitter.com/sasildeleon","","",""
