texto,emocion
"Aprovechando el comercial sería posible que la lic. Pudiera visitar el Cenote natural ubicado a espaldas del panteón de gaviotas Norte y darle una mejora, tiene más de 3 años y creciendo. 5",approval
"El detalle es q el NO puede decir a quien poner y en donde ponerlo, verán como con el  ",neutral
Fue para hablar del negocio del fentanilo ?    ,curiosity
No entiendo por qué siguen insistiendo en apoyar al narcopolicía . Violencia en México: ¿El pretexto perfecto para la militarización del país? | Rubén Luengas #EnContacto | #ENVIVOApoya al proyecto en: Banco ScotiabankCLABE:...  ,confusion
"Harfuch jamás, esta vez si estás bien pende equivocado.    ",neutral
"Mejor una llave y cinturón para tu ruca bro ,eso de parecer mecánico todos los días está cañón mientras tú escribes mamadas    ",neutral
     ,neutral
"Con alianza o sin alianza, vas tú como candidata, no podemos apoyar un político como el    ",disapproval
Oye y por qué ya no publicas nada del ?  ,neutral
Yo veo a tu muuuuuuuu jer debajo de todos ellos    ,neutral
Todos con !  ,neutral
"Según, no pasará de acuerdo a la Constitución!!! Ahhhhh, no vallan a salir con que la Constitución es la Constitución!!!  ",disapproval
Yo tengo otros datos.    ,neutral
"No , se necesitan 4 mujeres, Veracruz, Rocío; Morelos, Lucía; Chiapas, Sasil y cdmx. Clara.  ",neutral
"Maestra usted debe de ser nuestra representante por el simple hecho de que sus raíces están limpias, su trayectoria viene de las bases   9",approval
"El apoyo para , su excelente trabajo en el Congreso Local lo hace el candidato fuerte para Jalisco 10",admiration
285 1. Folge https://,neutral
va!    ,neutral
Roció no es jarocha pendejø no entra jamás aquí la vamos a mandar a Chingar su madre    ,neutral
     ,neutral
¿Los dos son del partido que no respondió al Embajador de Israel hace dos años cuando pidió eso?    ,neutral
54   http://,neutral
"Así como las encuestas al interior de morena, pregúntele a Ebrard...    ",neutral
"Wow, Nachita! Eres vidente    ",surprise
¿Se aceptan mujeres trans?.    ,approval
"Chema, sin duda alguna    ",neutral
345 Stream Hope Bloom  ,neutral
     ,neutral
Ya es Nacho... Mierdrrr@    ,disgust
Los varones en tabasco van por tu esposa a rellenarla de Salchicha    ,neutral
"Wow, Nachita! Eres vidente    ",surprise
dicen y  ,neutral
5,neutral
"Nada cobarde Nacho?
No va a decir nada ni referente a los mexicanos secuestrados en Gaza?
Vaya que desafortunado silencio de la secta de morena!
Qué asco    ",curiosity
Es la ecuación. Dejar fuera a es lo mejor para CDMX  ,neutral
"La respuesta es sencilla, en Jalisco   8",neutral
"Creo que el INE no te puede dar la orden de que en cdmx debe ser mujer, esas no deben ser sus facultades, de echo en la democracia el pueblo debe mandar, no el género, la política no es de géneros, es de capacidades y liderazgo, no importa si son hombres o mujeres    ",realization
     ,neutral
Chema..    ,neutral
"El Harfuch que apenas tuvo evento proselitista  con el líder sindical del metro ? , ese mismo líder sindical que tuvo muchos sabotajes y nunca pudo resolver? 
Pues 1",neutral
Chema la mejor opción!    ,approval
"Lo sentimos, pero no es lo que MORENA y tú quieran, pretendan o deseen, así te revuelques en el piso haciendo berrinche como niño en el supermercado en busca de que le compren su dulce a fuerza.
Atte.
El INE.    ",neutral
"Ah mira ya se sabe entonces quien te da dinero y a quien le vas a tirar mîęrdą HDTPM, el cørnûdø cørrûptązø.  ",neutral
"Para los jaliscienses sería desastroso un Chema Martínez de gobernador. Este es un panista, emecista disfrazado de Morenista. Sería una traición de MORENA, igual a la que hicieron en Coahuila.    ",disapproval
debe ser la siguiente Presidenta de México.    ,neutral
6,neutral
La respuesta es   8,neutral
Dile que aquí en Jalisco nadie la quiere como tampoco te queremos a ti huevon  ,disapproval
Y si mencionas ahora que la tesis de la “abogada” Esquivel es una copia y que la UNAM se lamenta la vergüenza??? Por favor quiero leerte    ,curiosity
"Ah mira ya se sabe entonces quien te da dinero y a quien le vas a tirar mîęrdą HDTPM, el cørnûdø cørrûptązø.  ",neutral
"Ahora sí, encuestas de prestigio ""cucharero""    ",neutral
"Osea Nacho, Yoli ni quería ser presidenta municipal. Deja el chayote, a fuerza ni los zapatos.    ",neutral
116,neutral
Jajaja el aprendiz del súper policía preso en USA a CDMX olvídense de la mayoría en la cámara!    ,amusement
"Después del criterio del , ¿en donde irían varones? Yo veo a CDMX, con Harfuch. En Jalisco a 147",curiosity
Es tiempo de mujeres!!! De modo que en Jalisco   2,approval
Jajajaja ni eso hacen bien    ,amusement
7,neutral
"""Puentes de plata con el ""

- #transformación",neutral
"Esto esta amañado, los comentarios claramente la mayoría dicen clara y en los resultado va Chema muy arriba, de todos modos emití mi voto y mi comentario, ánimo    ",optimism
) clara es la respuesta   5,neutral
5,neutral
8,neutral
13,neutral
1,neutral
8,neutral
Errata: “transformación” *    ,neutral
¿El mismo que se dice inocente de haber desfalcado la obra inicial de la L12 del 4,neutral
Chema Martínez    ,neutral
"Se demuestra el cariño y el agradecimiento de haberle vendido f€ntanilo, teniendo suspendida su empresa. Entre narc0s se entienden… insurgente  ",neutral
789,neutral
"Jalisco, nunca Morena!    ",neutral
"Mi voto para Clara Cárdenas, la ruta es CLARA para Jalisco    ",approval
"¿Quién debería ser el candidato o candidata a la gubernatura de Jalisco por Morena?
• Clara Cárdenas
( )
• Carlos Lomelí
( 49",curiosity
jajaja nombre escriba un libro capas le dan premio novel  ,amusement
1.171 . One of my favorite places to go in  ,love
ni con esa señora sin chiste ganaran Jalisco    ,amusement
De seguro estaba el anormal de con  ,neutral
"Escucharon la más ""votada""... .
.
.
.
.
Y por los leer descripción de la imagen",neutral
Lord fenta recibiendo a Eschaira    ,neutral
    leer descripción de la imagen,neutral
"Se la puso difícil a los morenistas de Jalisco. Les dejó de tarea: unidad, organización, movilización y suma, debeiron ser sinceros y decirle  que los 2 liderazgos má sfuertes: Alejandro peña y el  ",realization
"Felicidades, siguen derrochando dinero del erario. Su hipocresía de ""primero los pobres"" es irónica e indignante. 

Hasta cuándo seguirá permitiendo actos anticipados de campaña.  El "" discurso que se utiliza es PROCELITISMO disfrazado de ""asambleas informativas""  ",gratitude
No es cierto no te creo    ,disapproval
Si Dios hablara te pediria cuentas! Corrupto!   leer descripción de la imagen,surprise
"Ahora si lo pelaron Dr., de a como le va a tocar cooperar? Porque para candidato no da!!!    ",neutral
"Hoy tuvimos el honor de recibir a la Dra. en Jalisco. Su compromiso con la Cuarta Transformación nos llena de inspiración. 

¡Apoyamos su liderazgo como Coordinadora de Defensa de la 4T! 9",caring
De negocios poco claros. ( perdón por la repetición y)    ,confusion
"Es otra rémora de 4a y si ahora estamos mal, coneate estaremos peor    ",annoyance
No te arrastres chapulín sabes que morena no ganará jamás en Jalisco    ,optimism
Par de lacras    ,neutral
"1.110 .

We can’t wait to see how they apply their experience going forward  ",excitement
Vamos  para  adelante  Doc. Sector  Agropecuario!!    ,approval
En Jalisco no queremos esto    ,disapproval
"93 likes en 6 horas ! Todo indica que no serás el elegido, date cuenta.    ",realization
"Jajajajajaja son unos neanderthales.

Bienvenida a JALSICO    ",amusement
24 and Rebecca M. Knight! Catch all the real-time coverage at https://,neutral
Jalsico???    ,confusion
Agradecido con todas sus muestras de cariño y sus palabras de aliento.   1,admiration
Como les arde asta el asiento saber que el doc Lomelí va aser nuestro próximo gobernador les guste o no ya lo verán    ,neutral
"¿Adivinen quién falta en esta bella imagen?

Adivinaron:    ",admiration
Par de corruptos    ,neutral
5,neutral
A Érika Pérez más que tú la conoces.    ,neutral
Llegó a Jalisco y presentes en el recibimiento dos importantes referentes en el estado: 3,neutral
"Ahórrense los comentarios cursis..

¿Quieren ganar?

Prometan que van a cancelar el negociazo que hizo el marrano con las verficadoras y que se va a regresa a las de antes.

YA ESTAMOS HARTOS DE MC Y SUS MULTAS E IMPUESTOS POR TODO

Con eso ganan por goleada.   1",neutral
"¡Aguas, trae chinches!    ",neutral
Pues 12 años de campaña como no vas a recorrer el estado    ,neutral
Ten lo por seguro vas a volver a perder    ,optimism
"Que vaya a chingar a si madre, dile… ahh de paso que te lleve a ti también    ",anger
"Exacto, los de sólo esperan que el  ",approval
"Ccp sangre nueva( honestidad, trabajo , preparación, eficiencia y, de ser posible, carisma)  ",neutral
17 83% de desc. Lifetime para todas sus cuentas (excepto 10k). Código: ETF80,neutral
No queremos a ese sujeto como eterno candidato a gobernador. Sangre nueva sin sospecha de negocios sospechosos de medicinas   1,disapproval
"No, no vas a ser gobernador OOOTRA VEZ, saludos    ",joy
"Saludando a una amiga de verdad, la primera mujer en ocupar la mas alta responsabilidad en México: la Dra. ¡Ella es! 15",neutral
"Si en verdad quiere ayudar a Claudia debería dar un paso al costado y dejar que otro sea el candidato a Gobernador. Los de MC aplauden que usted sea el candidato porque lo aplastarán nuevamente con lo de sus nexos con él narco, su foto en la cárcel y sus ventas de medicinas.   3",neutral
"688 Multi-tenant, B2B ready Roles & permissions",neutral
"A transformar Jalisco!!! 
Todo nuestro apoyo para la Doctora y para el Doctor Lomelí    ",optimism
"Te dan tratro como de la bola, te la jugaste con Adán Augusto quién tampoco te quería por corrupto, traidor y mentiroso. No es para menos que el karma te ponga en tu lugar farmacéutico.    ",neutral
"Te dan tratro como de la bola, te la jugaste con Adán Augusto quién tampoco te quería por corrupto, traidor y mentiroso. No es para menos que el karma te ponga en tu lugar farmacéutico.    ",neutral
"Te dan tratro como de la bola, te la jugaste con Adán Augusto quién tampoco te quería por corrupto, traidor y mentiroso. No es para menos que el karma te ponga en tu lugar farmacéutico.    ",neutral
50 Stream on Spotify or anywhere you stream music  ,neutral
Jalisco y MORENA. Con mucha fuerza.    ,admiration
El mejor equipo para la Transformación de Jalisco    ,admiration
"Llegó a Guadalajara, ya en su papel de coordinadora de defensa de los Comités de la Cuarta Transformación. Aquí saludando a @Claudiashein",neutral
"Jalisco será territorio morena,jalisco a sido muy maltratado.    ",neutral
"Llegó a Guadalajara, ya en su papel de coordinadora de defensa de los Comités de la Cuarta Transformación. Aquí saludando a @Claudiashein",neutral
"Urgeee que morena gane jalisco, la gente a recibído mucho maltrato.    ",annoyance
Ya llegaron las chinches !!!    ,neutral
"15,7 mil   https://",neutral
"Regidor al tener tal conocimiento, mismo que usted pregona y que sin duda alguna es exagerado, por no decir fantasioso, entonces usted qué propone para acabar con la inseguridad y la grave problemática que se vive en todo el estado y particularmente Teocaltiche?    ",curiosity
Nomás un asesinato entre supuestos narcos del que no quiere hablar   @DrCarlosLomeli,neutral
"¡Bienvenida a Jalisco, ! 45",gratitude
"No lo conoces, te hace falta ver más a ""BAX""    ",neutral
"Quieres a Jalisco: conoces y reconoces cada rincón de él, lo has recorrido todo, sabes con orgullo los oficios y vocaciones de los jaliscienses pero también de sus problemas, mismos que habrás de solucionar cuando seas el próximo gobernador. Fuerte abrazo!   1",pride
"Reconocemos su incansable trabajo, la perseverancia y la vasta experiencia estimado en beneficio de Morena en Jalisco. 
Su dedicación y compromiso han fortalecido nuestra causa y nos han acercado más a un futuro mejor para todos.!  ",admiration
"Cómo político das pena, entiende, tendrás dinero para comprar lo que quieras, pero la gente no va a votar por ti, deja que otra u otro represente el proyecto de AMLO. Confórmate con las diputaciones y candidaturas a presidencia municipal que compraste, pero para gobernador no vas    ",neutral
"Hoy, mientras compartía con mi esposa e hijas, reflexionaba sobre cómo he tenido la bendición de conocer cada rincón de Jalisco y, en cada comunidad, he tenido al menos una amiga o amigo. ¡Qué hermoso regalo me ha dado Dios!   7",admiration
Quienes sabemos su pasado y sabemos como amasó su fortuna no le creemos nada.    ,disapproval
Que pasó? Saca el chisme.    ,curiosity
"""me invitaron"" Doctor una vez más el acarreo y la manipulación de varios funcionarios en el ""gobierno"" actual, le hacen el trabajo.

Resulta paradójico que la PEOR administración, la cual es ""morenista"" en le pueda brindar apoyo. En fin la simulación y falsedad.  ",neutral
Es un honor estar con el doctor  !    ,joy
"¿Sirviéndo o sirviendote de la comunidad? porque algo es cierto, eres millonario gracias a que has robado dinero al pueblo mexicano con los sobreprecios de las medicinas que le vendes al IMSS y al ISSSTE.    ",curiosity
"Te vas a quedar con el deseo (otra vez), Pero gracias por la preocupación doc!!!!!!    ",gratitude
"El día de hoy, tuve el gusto de compartir un momento muy especial con las y los vecinos de Tonalá, quienes me invitaron a conversar sobre mi deseo de coordinar los Comités de Defensa de la Cuarta Transformación en Jalisco. 

Todavía falta mucho por hacer en Jalisco. Sigamos…   6",joy
"Sirviendo ??? 
En lo oscurito, traficando con medicamentos  y lo que hay debajo de la mesa, y así, no por años sino por décadas. Y siempre latente la obsesión de ser más de lo que es, ""CARLITOS, NUNCA GOBERNARAS JALISCO, NUNCA""    ",neutral
Perfecto y las denuncias y los amparos contra el despilfarro de cintura cantero y lelus. no es propiedad privada es erario de todos  ,neutral
Qué manotas tiene señor.    ,neutral
Entonces nos puede dedicar un poco de honestidad y explicar qué pasó el 16 de septiembre en ? 1,curiosity
Es achichincle del    ,neutral
"Entonces comprendes que la gente no te quiere, ¿Porque sigues haciendo campaña? Deja que otra u otro vaya como candidato y gane la elección, tú no ganas nada, en tu equipo tienes a mucho pendejo y mucho traidor.    ",annoyance
     ,neutral
Ah ok. Afortunadamente sumarás una a tu lista de elecciones perdidas.    ,optimism
"Eso no es democracia. En algún lugar  de este Jallisco organizado por el crimen debe excistir alguien que el pueblo respeta, y sino ya surgirá alguien con la aceptación de todos o finalmente entenderemos como gobernarnos desde  la horizontalidad, lejos del ego y el capital.    ",realization
"Si quedas tú cómo candidato de Morena, lo mejor para Jalisco será con el  ",neutral
"Tú estarás con él, pero el pueblo no. No confundas.    ",neutral
"¿Cómo están? Cuando leo sus comentarios en las redes sociales y escucho a la gente en mis recorridos, no solo los comprendo, sino que también encuentro el camino para trabajar incansablemente por un futuro mejor para el estado. La vida me ha enseñado a tener el compromiso de…   5",approval
Que bonyta Juncal    ,neutral
"Un mensaje dirigido totalmente a y al ""mandatario"" que gracias a la  ",gratitude
pero que terco eres deberas que como deceas ser gobernador de jalisco que es lo que te impulsa el poder o la corrupcion    ,anger
Ya borraste las bardas pintadas pocos    ,neutral
"Ya retírate, descansa.    ",neutral
hizo servicio social cuando estuvo en la cárcel ?    ,neutral
"Jajajajajaajajaj toda mi vida viviendo de mi comunidad , más bien , no?    ",amusement
presentan encuesta de para Jalisco al corte de esta semana. Advierte que si sería hoy la  ,neutral
498,neutral
"jajaja se aplica maquillaje, edición. y cuando va a eventos con muchos reflectores se lleva sueteres con cuello de tortuga. 
jajajaj    ",amusement
Cual comunidad perdón yo no e visto que vaya a donar medicamentos o tratamientos de cáncer a la gente ya que su praton quito esa ayuda    ,neutral
"Mujer, vida, libertad: este fue el grito que envió a la cárcel a Narges Mohammadi, activista iraní que ha sido galardonada hoy con el Premio Nobel de la Paz.

Ella y muchas otras mujeres, víctimas de una sistemática violencia y de la indiferencia de su gobierno ante sus clamores,…   6",neutral
La verdad se pasan que mal   1,disgust
    http://,neutral
"puras fallas, ya ni porque su carnal es millonario, chales mendigo coraje por eso estamos como estamos   1",neutral
Ve nomás   1,neutral
"ratero ratero!!! no quieren a morena en Jalisco y con este tipo de alcalde , menos a ver , 1",neutral
Mira quién te quitará Jalisco    ,neutral
Todos Solo CEO en Camiseta 108 votos,neutral
"viejo guanjo , jalisco no quiere sus cochinadas    ",neutral
    leer descripción de la imagen,neutral
Y pa cuando sacamos las dagas que ha hecho    ,neutral
"Wey a quien ponga MC vamos a votar por el, no por ti, entiende menso    ",approval
Ya borraste las bardas que mandaste pintar y que aparte lo niegas    ,disapproval
     ,neutral
"Bien aprendido del que esta en mando,el chiste es emcapricharse y ser vividor y en unos 20 años talves ganes    ",amusement
"Irónico y sarcástico
""toda mi vida sirviendo a mi comunidad""

El chiste se cuenta solo.    ",joy
     ,neutral
Autlán y el Distrito 18 de Jalisco estamos con Usted Doc! Cero impunidad contra los naranjas corruptos que embargaron y robaron el dinero de los jaliscienses!   1,anger
214 que reconoce el trabajo conjunto de empresas y organizaciones con acciones integrales más sostenibles.  ,neutral
"Llevo toda mi vida sirviendo a mi comunidad, y hoy, en el Distrito 4 de Zapopan, recordé mis primeras visitas de trabajo social hace casi dos décadas, de la mano de jóvenes que hoy son líderes.  Todavía hay muchas carencias, pero vamos a luchar, con la conciencia y el corazón,…   17",realization
Les falto el    ,disapproval
     ,neutral
Tus post jajaja pobre pendejo de ti    ,amusement
"488 , and all our fans to share photos of this amazing creature!  ",excitement
Mentiroso    ,amusement
Para los jaliscienses será un gusto hacerte perder de nuevo.    ,joy
ya necesitamos a el dr. de gobernador en jalisco y asi va ser apoyo para el dr. lomeli    ,approval
¿Vas a decir algo de lo que pasó en el edificio Lobby 33? ahí mataron a un joven y es propiedad de    ,curiosity
181,neutral
El proximo gobernador de jalisco apoyo total para usted dr. lomeli  ,caring
Jalisco necesita un cambio y llegara con el dr. lomeli apoyo total para el    ,approval
Jalisco esta con el dr. vamos por la transformacion en Jalisco    ,neutral
Vamos por la transformacion de jalisco de la mano de el dr. lomeli    ,optimism
"Esa cosa no es un vocero, es su lame huevos y aparte es putito jajajaaja    ",amusement
Viejo corrupto sabes que no vas a ganar y aun así sigues    ,disappointment
"Tal vez usted sea el mejor candidato para Jalisco solo que chava desprestigio su partido con tantas cosas que se le conocen, una lastima para morena tenga aspirantes con pensiones de oro como es el candidato a gobernador Salvador!!!!    ",neutral
"Las mujeres de Jalisco merecen vivir libres, plenas y con dignidad. Hagamos de este sueño una realidad.   44",approval
Seguro son de morena!    ,approval
"Dr. Desgraciadamente usted es el mejor candidato para Jalisco pero al parecer no para los que integran morena en Jalisco, menos para los intereses de Peña    ",disapproval
Cuéntanos de esto mi perro lugar de tu amo #LOCAL,curiosity
"La va a ganar, pero la que se ganó en 2012, en 2015, en 2018 y 2021    ",approval
Por fin va ganando en una encuesta ese bueno para robar. Tengo desde el 2012 viéndolo perder cada 3 años.    ,realization
"Si lanzan a ese pendejo es victoria segura para los pelones de Alfaro.i
De ese we a Lemus, la banda va a elegir a Lemus. Una kgada de candidato lo que presenta Morena    ",annoyance
no para recorre dónde plática con los militantes y simpatizantes de  ,neutral
Propiedad de    ,neutral
Lo único que usted va a coordinar son las transas en sus empresas… pero gracias por su preocupación Doc!    ,gratitude
P1nch3 cínico!!    ,neutral
"Dr, ya dejese de mamadas, en Jalisco nadie lo quiere, ya dejé la oportunidad a alguien más .    ",disappointment
"Efectivamente, llevas casi 20 años comprometidisimo con los intereses personales y en pie de lucha por no soltar el hueso.
Ahora más que nunca sabemos  de tus aspiraciones.

Justamente, seremos el motor para que la desesperanza de una nula ""transformación"" NO  destruya    ",approval
Que raro que ahora no diga nada sobre lo sucedido en el edificio de su padrino 1,surprise
Jalisco no aguanta más! No cabe duda que el pueblo de Jalisco encontrará en Usted estimado Doc el liderazgo apto para construir la  ,neutral
Y aún así  de torpe lo quieren de candidato otra vez!!! Fuera Lomelí de Morena!!!    ,love
     ,neutral
"Como olvidar cuando predijo el triunfo de MC en Guadalajara y en la mayoría de los municipios de Jalisco. 

Y eso que el bato era candidato a la presidencia de Guadalajara por Morena. 7",neutral
547,neutral
Y su vocero tendrá algo que decir? 2,neutral
"Oiga ¿Ya va a decir algo sobre lo que pasó en uno de sus tantos edificios? ¿Esos asesinos son amigos suyos? Digo es bien sabido que usted tiene nexos con el narco, hasta fue detenido en EUA por ello.

¿Es usted amigo de los tipos que asesinaron a un chavo a… 27",curiosity
Que casualidad    ,surprise
Continúa recorriendo Jalisco en aras de ser el abanderado de  ,neutral
Así es Doc. Gastando suela con el pueblo.    ,neutral
"Ve a revisar tu edificio, tienes un desmadre con tus amigos los narcos.   #LOCAL",neutral
"En su objetivo de ser coordinador de la defensa de la transformación en Jalisco, no deja de recorrer el estado. #4T",neutral
"¡Todo el Apoyo al para liderar y representar a Morena en Jalisco! Su experiencia, compromiso y perseverancia son clave para un mejor futuro.  ",optimism
"¿Cuáles encuestas? Ah sí, las cuchareadas por su propio partido, se debería modificar la ley para que un candidato solo pueda participar dos veces máximo en puestos de elección popular, este señor corrupto no le ha quedado claro que nadie lo quiere.    ",curiosity
"Así es como se hace con la gente directamente, gracias siempre por la cercanía Dr lomeli    ",gratitude
"El día de hoy tengo el honor de compartir un diálogo con militantes y simpatizantes de Morena en Teuchitlán. En esta reunión, les hablo sobre mi compromiso con la Cuarta Transformación y por qué motivo aspiro a coordinar los Comités de Defensa de la en Jalisco.

Llevo casi 20… 16",pride
es el próximo gobernador de Jalisco …. FUERA MC YAAA   2,neutral
"| Este Miércoles, el visitó 9",neutral
Eres una mujer con garras de la debensa adelante charrita    ,neutral
"Doña, y del asesinato en Lobby 33 que le pertenece al no va a hablar?  ",neutral
"Oye mamarifles, mataron a un we en el congal de tu matador el a qué horas vas a culpar a Movimiento Ciudadano? 3",neutral
"Ojo aquí

Fue en el edificio  que pertenecena Al que #LOCAL",neutral
"235,7 mil   http://",neutral
"¿Que opinas del hombre asesinado en un edificio de ?

¿Será que 6",curiosity
¿Vas a decir algo del asesinato de un hombre en el edificio de ? ¿O ahí te vas a quedar callado?  ,curiosity
Y tu matador de cuando responderá ?  ,neutral
En respuesta a @Libro_negro_  ,neutral
6.337   https://,neutral
En respuesta a @Libro_negro_  ,neutral
En respuesta a @Libro_negro_  ,neutral
En el edificio de El candidato de Morena a la gubernatura de Jalisco!? 4,confusion
Hola y demás secuases de la 4t quiero ver sus maromas  ,neutral
100 Stream Hope Bloom  ,neutral
Upsss otra Involucrada en laVenta a Sobreprecio. Entre Hiram Torres y ella se pasan la Bolita  ,neutral
     ,neutral
"Con perseverancia, compromiso y mucho trabajo, los sueños se cumplen.   5",approval
Achaspm los de MC!    ,neutral
"Y ni todo el dinero que tienes te va alcanzar para comprar la honestidad, eso es algo que no conoces y que jamás conocerás.    ",optimism
"Tu presidente AMLO ya dijo que los militares no tuvieron la culpa, seguramente los estudiantes se dispararon solos    ",neutral
"Típico de morena, tirar la piedra y esconder la mano.    ",neutral
Porque no demandas a ese wey también tiene cola que le pisen… o acaso lo haces porque ya viene la temporada de elecciones 1,neutral
"neta q lentos son, todo el poniente de la ciudad literalmente abandonado, la Avenida Malecón y Patria d El Zalate, lleno d pandillas, y uds? No usan eso. Necesitan asesoría    ",neutral
"Acerquense a Dios,
y veran como la paz y prosperidad llegaran a sus vidas porque todo lo de Dios es siempre bueno. . Saul  ",optimism
A partir de cuando? llevan 3 administraciones y mira que en una compitio y no pudo  ,neutral
"Ojalá sea Clara, Lomeli pierde todo no tiene carisma, es aburrido, está desfasado!    ",disappointment
Nombramiento del Chayote de Oro    ,neutral
Usted debería quitar esos mensajes en las bardas y esas lonas en apoyo a su persona para que no quede duda de que usted no los mando poner    ,neutral
  Stream Hope Bloom  ,neutral
En serio???    ,surprise
"Vete a un estado del sur, ahí si quieren a , no importa si les ponen de candidato un corrupto, ratero, con nexos con el narcotráfico, van a votar por él  ",neutral
Ay no mame    ,neutral
Tu culo    ,anger
Lo aplicaste vendiendo medicamentos a sobreprecio. Tu honestidad es innegable    ,approval
Vamos Clara Cardenas!    ,neutral
Estamos contigo Clarita.    ,caring
El burro hablando de orejas    ,neutral
Bardas las que puso Lemus en para su informe de campaña y que casualmente borraron y solo dejaron un logo    ,neutral
"Conforme avanza el proceso electoral rumbo al 2024, en Jalisco, Morena aumenta preferencias para derrotar a MC; igualmente, se coloca como el puntero para ser el candidato de acuerdo a varias encuestas. 5",neutral
"Pero aún les falta que la CDMX perdone a la judía católica cristiana por lo de la línea 12, la falta de mantenimiento del metro y lo del COVID.
De Jalisco y NL nunca votarán por y más cuando en Jalisco está nominado el delincuente de  ",neutral
"Claro que no los conoces doctor penicilina, los pagas y lo hacen sin jamás conocerse    ",neutral
Manipulación de información para no caer en consecuencias pre electorales y post electorales.    ,neutral
Ten la seguridad.    ,neutral
En Jalisco no quieren a Lomeli . siempre que se lanza pierde.  ,neutral
5.348,neutral
     ,neutral
"Usted ni honesto ni integro, en pocas palabras una baratija    ",disapproval
No es muy honesto vender omeprazol a sobre precio    ,disapproval
De veras???????!!!!!!!!!    ,surprise
Que propones sobre la verificación recaudatoria que agobia y afecta la economía de los jaliscienses?  ,curiosity
"wow!!! sitando al capital ?
Ya sabemos a quien admiras y para q haces como q trabajas... 

xD    ",excitement
Ya deberían cortarle el internet...    ,neutral
Generación espontánea de publicidad electoral.    ,neutral
"Unas de las tareas de un regidor es proponer solución a los problemas del municipio, así que de cierta forma si le toca, a menos proponerlo.    ",neutral
Cómo les gusta hacerse pendejos jajajajajajajajajjajajajajajjaja    ,amusement
"Tus bardas publicitarias me hacen odiarte mas, ahi dejalas ! esta funcionando tu estrategia    ",anger
Mismas justificaciones de los morenos. Pensé que eras diferente    ,realization
JJAJAJAJA NETA NO SABES?  QUE BARBARO    ,curiosity
"No te casas de leer tantos.tantos pero tantos, pero tantos tweet que te responden    ",neutral
     ,neutral
No mames Lomelí jajajaja jajajaja    ,amusement
    leer descripción de la imagen,neutral
Ojalá vuelva a perder    ,disappointment
  During live coverage of hears from,neutral
Ya se lo bueno que va a perder    ,sadness
Típico de los de morena hacerse wey    ,neutral
Jajajajajaja    ,amusement
Eso es todo Juncal¡    ,neutral
38,neutral
"Si usted es el candidato de morena es otra perdida segura, ya todos lo conocen y no creo que nadie vote por su partido    ",disapproval
Al estilo de claudia y todos los de morena jajaja    ,amusement
"Carlitos, si dices que ama al pueblo, dime tu porque se empeña a diario en joderlo.

Porque insisten en insultar nuestra inteligencia. ¿Porque?    ",neutral
Va a ganar Doc los jaliscienses ya es amis listos para correr al mc    ,neutral
Che rata de cuello blanco ! Quien gastaria dinero a favor y anónimamente por usted ? No tiene jefa    ,neutral
"Jajajaja, no he visto ninguna!! Pero si, si tú dices ""te creo"" jajaja!! Corrupto de    ",amusement
"Y si el transformador de cuarta que va por otro ridículo electoral y político no fué ni sus compañeros de secta tampoco, (según él) porque ""se deslinda"" e invita a sus secuaces a ""respetar los tiempos electoreros""  ???
JUSTIFICACION NO PEDIDA...........    ",neutral
Yo jamás lo haría.    ,neutral
A quien le quedo demasiado grande el cargo    ,neutral
"Hoy conmemoramos el 2 de octubre, un día que no se olvida, y en 2011, se fundó como asociación civil. Un paso crucial en nuestro camino hacia la democracia y la justicia de Mexico y de nuestro estado . 

En 2018, logramos un cambio. Hoy, tenemos un Presidente que… 5",joy
Que dice el papá de Checo que el no tiene una foto como esta para presumir a dónde apunta el dedito:  ,neutral
"Está fácil... Vamos enviando una propuesta al Dr. Lomelí:
Si en verdad no tiene idea quien las puso, demuestre que no las quiere Y BÓRRELAS USTED MISMO!!  ",neutral
Corrupto.    ,anger
Los “alliens” están entre nosotros y apoyan al    ,neutral
"Mira, justo el mismo discurso de Sheinbaum; qué bueno es el pueblo que así sin más va a pintar bardas para apoyarlos...    ",admiration
161,neutral
"Y todas iguales, y con  tipografía, diseño de acuerdo a su campaña    ",neutral
Jajajaja jajaja    ,amusement
Apóyenos mejor a que procedan las denuncias por cobros indebidos por parte del secretario de Pablo Lemus Ricardo flores López y el@director de atención ciudadana Esteban García Iñiguez    ,neutral
"Mejor no opinar, como que no sabes quién te está promocionando, empezamos mal...    ",disappointment
     ,neutral
Pues entonces eres una persona barata. ¿Comprar candidaturas es honesto?    ,neutral
jajajaja vete alv Supporters 88  ,amusement
"Movimiento Ciudadano es el hermano de Morena, no voten por esos políticos  que se acoplan a las órdenes del viejito    ",disapproval
Mucha gente me dijo que tú pagaste por esas bardas.    ,neutral
"Eres de morena?… ahh ya, seguro es alguna editorial, algún proveedor tuyo, alguien que lo hace “de su bolsa” verdad?    ",neutral
"El inversor y empresario Warren Buffett acuñó  la frase: ""La honestidad es un regalo costoso,  no lo esperes de personas baratas"". Y sin duda,  en la vida, la integridad es la base de una  sociedad fuerte y próspera. ¡Tengan un buen  arranque de semana!   3",approval
Pir isti midii minifiisti...    ,neutral
Mira tu .. igual que Juanita Brugada en el DF. Tienen amigos muy pudientes para gastar millones a lo p3ndej0. ¿Y las enseñanzas del amo?    ,neutral
